port, timestamp,snr,signal,noise,ms
p1,1764661447.4776,3.511,-3.663,-34.3,30.64
p1,1764661447.4996,3.514,-3.63,-36.03,32.4
p1,1764661447.6168,3.513,-3.559,-43.08,39.52
p1,1764661447.7486,3.513,-3.636,-36.64,33
C,1764661452.004,4,0
p1,1764661457.5771,3.512,-3.594,-41.56,37.96
p1,1764661457.5991,3.514,-3.577,-43.83,40.25
p1,1764661457.7163,3.513,-3.622,-36.34,32.72
p1,1764661457.8481,3.513,-3.585,-43.86,40.28
p1,1764661467.6766,3.512,-3.625,-41.94,38.31
p1,1764661467.6986,3.515,-3.626,-38.41,34.78
p1,1764661467.8156,3.513,-3.715,-32.04,28.32
p1,1764661467.9476,3.513,-3.636,-38.92,35.28
C,1764661472.004,5,0
p1,1764661477.7761,3.512,-3.692,-34.09,30.4
p1,1764661477.7981,3.515,-3.715,-31.29,27.57
p1,1764661477.9151,3.513,-3.641,-39.27,35.63
p1,1764661478.0471,3.514,-3.719,-32.3,28.58
p1,1764661487.8753,3.512,-3.692,-33.99,30.29
p1,1764661487.8973,3.515,-3.629,-36.79,33.16
p1,1764661488.0145,3.513,-3.619,-44.16,40.54
p1,1764661488.1463,3.513,-3.662,-36.31,32.64
G,1764661491,13.07947,-16.77013,15.5
C,1764661492.002,4,0
p1,1764661497.9748,3.512,-3.623,-41.35,37.73
p1,1764661497.9968,3.515,-3.594,-43.21,39.62
p1,1764661498.1140,3.513,-3.668,-36.41,32.74
p1,1764661498.2458,3.513,-3.612,-43.81,40.19
p1,1764661508.0743,3.512,-3.624,-41.52,37.9
p1,1764661508.0963,3.515,-3.66,-36.38,32.72
p1,1764661508.2133,3.513,-3.728,-32.05,28.31
p1,1764661508.3453,3.514,-3.639,-38.45,34.81
C,1764661516.82,4,0
p1,1764661518.1738,3.512,-3.682,-33.44,29.75
p1,1764661518.1956,3.514,-3.71,-32.06,28.34
p1,1764661518.3128,3.513,-3.629,-38.76,35.13
p1,1764661518.4448,3.514,-3.701,-31.51,27.8
p1,1764661528.2731,3.512,-3.664,-34.25,30.58
p1,1764661528.2950,3.515,-3.634,-39.02,35.39
p1,1764661528.4123,3.513,-3.608,-43.94,40.33
p1,1764661528.5440,3.513,-3.632,-36.61,32.97
C,1764661532.006,5,0
p1,1764661538.3726,3.512,-3.564,-42.04,38.48
p1,1764661538.3946,3.515,-3.577,-44.11,40.53
p1,1764661538.5118,3.514,-3.625,-36.06,32.44
p1,1764661538.6435,3.514,-3.56,-43.2,39.64
p1,1764661548.4721,3.513,-3.612,-38.55,34.94
p1,1764661548.4940,3.516,-3.65,-36.57,32.92
p1,1764661548.6110,3.513,-3.697,-32.1,28.4
p1,1764661548.7431,3.514,-3.641,-36.34,32.69
G,1764661551,13.07947,-16.77013,15.2
C,1764661552.005,4,0
p1,1764661558.5715,3.513,-3.722,-32.01,28.28
p1,1764661558.5933,3.515,-3.723,-32.08,28.35
p1,1764661558.7105,3.513,-3.621,-38.95,35.33
p1,1764661558.8423,3.513,-3.726,-32.24,28.51
p1,1764661568.6708,3.512,-3.663,-36.44,32.77
p1,1764661568.6928,3.515,-3.631,-38.63,35
p1,1764661568.8100,3.514,-3.587,-41.62,38.04
p1,1764661568.9418,3.513,-3.636,-39.17,35.53
p1,1764661578.7703,3.513,-3.626,-44.16,40.53
p1,1764661578.7923,3.515,-3.609,-43.98,40.37
p1,1764661578.9095,3.514,-3.682,-34.14,30.45
p1,1764661579.0413,3.514,-3.621,-44.04,40.42
p1,1764661588.8698,3.513,-3.602,-38.86,35.26
p1,1764661588.8917,3.516,-3.612,-35.59,31.97
p1,1764661589.0088,3.514,-3.648,-33.78,30.13
p1,1764661589.1408,3.514,-3.624,-36.27,32.65
C,1764661592.004,5,0
p1,1764661598.9692,3.514,-3.68,-32.22,28.53
p1,1764661598.9910,3.516,-3.651,-32.13,28.47
p1,1764661599.1082,3.514,-3.582,-42,38.42
p1,1764661599.2400,3.513,-3.681,-32.01,28.32
p1,1764661609.0685,3.512,-6.784,-39.29,32.5
p1,1764661609.0905,3.515,-6.699,-42.96,36.26
p1,1764661609.2077,3.514,-6.508,-44.67,38.16
p1,1764661609.3395,3.514,-5.78,-40.92,35.13
G,1764661611,13.07947,-16.770133333,15.1
C,1764661612.002,4,0
p1,1764661619.1680,3.513,-4.12,-44.32,40.2
p1,1764661619.1900,3.516,-4.311,-42.08,37.77
p1,1764661619.3073,3.515,-5.725,-36.28,30.56
p1,1764661619.4390,3.514,-5.823,-45.94,40.12
p1,1764661629.2675,3.513,-3.556,-38.09,34.53
p1,1764661629.2895,3.516,-3.6,-33.89,30.29
p1,1764661629.4065,3.514,-3.604,-34.04,30.43
p1,1764661629.5385,3.514,-3.571,-35.63,32.06
C,1764661632.005,5,0
p1,1764661639.3670,3.513,-3.669,-31.41,27.73
p1,1764661639.3887,3.515,-3.635,-34.16,30.52
p1,1764661639.5060,3.514,-3.552,-41.49,37.94
p1,1764661639.6377,3.513,-3.616,-32.18,28.56
p1,1764661649.4662,3.513,-3.546,-36.63,33.08
p1,1764661649.4882,3.515,-3.532,-41.99,38.46
p1,1764661649.6055,3.514,-3.533,-41.59,38.06
p1,1764661649.7372,3.514,-3.518,-39.41,35.89
C,1764661652.002,4,0
p1,1764661659.5657,3.513,-3.506,-43.17,39.66
p1,1764661659.5877,3.516,-3.537,-41.9,38.36
p1,1764661659.7050,3.514,-3.666,-33.89,30.22
p1,1764661659.8367,3.514,-3.685,-41.81,38.13
p1,1764661669.6652,3.513,-3.529,-36.05,32.52
p1,1764661669.6872,3.516,-3.569,-34.01,30.43
p1,1764661669.8042,3.514,-3.556,-33.82,30.26
p1,1764661669.9362,3.515,-3.552,-34.04,30.48
G,1764661671,13.07947,-16.770138333,14.6
p1,1764661679.7644,3.513,-3.783,-32.02,28.23
p1,1764661679.7865,3.515,-3.749,-34.12,30.37
p1,1764661679.9037,3.514,-3.678,-41.6,37.92
p1,1764661680.0355,3.514,-3.769,-34.07,30.3
p1,1764661689.8639,3.513,-3.678,-39.12,35.44
p1,1764661689.8859,3.516,-3.653,-41.45,37.79
p1,1764661690.0032,3.515,-3.648,-39.35,35.7
p1,1764661690.1349,3.514,-3.662,-42.1,38.44
C,1764661692.004,5,0
p1,1764661699.9634,3.514,-3.479,-44.05,40.57
p1,1764661699.9854,3.516,-3.474,-41.61,38.13
p1,1764661700.1027,3.516,-3.557,-31.95,28.38
p1,1764661700.2344,3.515,-3.479,-41.68,38.2
p1,1764661710.0629,3.514,-3.552,-36.33,32.78
p1,1764661710.0849,3.517,-3.561,-33.77,30.2
p1,1764661710.2019,3.514,-3.541,-35.84,32.29
p1,1764661710.3340,3.515,-3.571,-34.02,30.44
C,1764661712.004,4,0
p1,1764661720.1622,3.513,-3.573,-31.95,28.37
p1,1764661720.1842,3.516,-3.516,-33.99,30.47
p1,1764661720.3014,3.515,-3.465,-43.75,40.29
p1,1764661720.4332,3.514,-3.539,-33.92,30.38
p1,1764661730.2617,3.513,-3.538,-38.75,35.21
p1,1764661730.2837,3.516,-3.483,-42,38.52
p1,1764661730.4009,3.515,-3.497,-38.95,35.46
p1,1764661730.5326,3.515,-3.426,-41.48,38.06
G,1764661731,13.079468333,-16.770143333,14.2
C,1764661732.003,5,0
p1,1764661740.3612,3.514,-3.495,-43.7,40.2
p1,1764661740.3832,3.517,-3.502,-38.88,35.37
p1,1764661740.5004,3.515,-3.602,-32.2,28.59
p1,1764661740.6322,3.515,-3.493,-41.42,37.93
p1,1764661750.4606,3.514,-3.513,-35.74,32.22
p1,1764661750.4827,3.517,-3.569,-31.99,28.42
p1,1764661750.5997,3.515,-3.52,-35.92,32.4
p1,1764661750.7317,3.515,-3.539,-33.16,29.62
p1,1764661760.5599,3.513,-3.576,-32.27,28.69
p1,1764661760.5819,3.516,-3.54,-36.21,32.67
p1,1764661760.6991,3.515,-3.489,-43.64,40.15
p1,1764661760.8309,3.515,-3.539,-34.53,30.99
p1,1764661770.6594,3.514,-3.49,-39.85,36.36
p1,1764661770.6814,3.517,-3.489,-44.02,40.53
p1,1764661770.7987,3.515,-3.511,-38.46,34.95
p1,1764661770.9304,3.515,-3.474,-42.99,39.52
C,1764661772.004,4,0
p1,1764661780.7589,3.514,-3.49,-41.59,38.1
p1,1764661780.7809,3.517,-3.509,-38.9,35.39
p1,1764661780.8981,3.516,-3.592,-31.14,27.54
p1,1764661781.0299,3.516,-3.506,-38.63,35.12
p1,1764661790.8584,3.514,-3.568,-34.02,30.44
p1,1764661790.8804,3.517,-3.593,-31.98,28.38
p1,1764661790.9974,3.515,-3.51,-36.93,33.41
p1,1764661791.1294,3.516,-3.599,-32.1,28.5
G,1764661791,13.079468333,-16.770143333,14
C,1764661792.003,5,0
p1,1764661800.9577,3.514,-3.577,-34.12,30.54
p1,1764661800.9796,3.517,-3.532,-36.13,32.59
p1,1764661801.0969,3.515,-3.478,-43.49,40.01
p1,1764661801.2286,3.515,-3.543,-36.09,32.54
p1,1764661811.0571,3.514,-3.478,-41.36,37.88
p1,1764661811.0791,3.517,-3.447,-43.29,39.85
p1,1764661811.1964,3.516,-3.51,-36.24,32.73
p1,1764661811.3281,3.516,-3.461,-43.7,40.24
C,1764661812.004,4,0
p1,1764661821.1567,3.514,-3.477,-41.76,38.28
p1,1764661821.1786,3.517,-3.476,-37.2,33.72
p1,1764661821.2956,3.515,-3.569,-32.11,28.53
p1,1764661821.4276,3.516,-3.495,-38.87,35.38
p1,1764661831.2561,3.515,-3.54,-34.02,30.48
p1,1764661831.2779,3.517,-3.57,-30.86,27.28
p1,1764661831.2781,-4.686,-13.24,-33.47,20.19
p1,1764661831.3951,3.515,-3.49,-39.05,35.56
p1,1764661831.5271,3.516,-3.562,-32.07,28.5
p1,1764661841.3554,3.514,-3.537,-33.61,30.07
p1,1764661841.3774,3.517,-3.473,-38.04,34.56
p1,1764661841.4946,3.516,-3.462,-43.69,40.23
p1,1764661841.6264,3.515,-3.505,-35.81,32.3
p1,1764661851.4549,3.514,-3.461,-41.48,38.01
p1,1764661851.4768,3.517,-3.457,-43.83,40.37
p1,1764661851.5941,3.516,-3.516,-36.3,32.78
p1,1764661851.7258,3.515,-3.441,-43.08,39.64
G,1764661851,13.079466667,-16.770146667,14
C,1764661852.002,5,0
p1,1764661861.5543,3.514,-3.454,-40.12,36.66
p1,1764661861.5764,3.517,-3.505,-36.19,32.68
p1,1764661861.6933,3.515,-3.56,-32.01,28.44
p1,1764661861.8253,3.516,-3.471,-36.93,33.46
p1,1764661871.6538,3.515,-3.543,-32.18,28.63
p1,1764661871.6756,3.517,-3.56,-32,28.43
p1,1764661871.7928,3.515,-3.471,-38.63,35.15
p1,1764661871.9246,3.515,-3.557,-31.04,27.48
C,1764661872.004,4,0
p1,1764661881.7531,3.514,-3.518,-35.45,31.93
p1,1764661881.7751,3.517,-3.495,-38.7,35.2
p1,1764661881.8923,3.516,-3.455,-42.58,39.12
p1,1764661882.0241,3.515,-3.496,-38.41,34.91
p1,1764661891.8526,3.514,-3.351,-43.4,40.05
p1,1764661891.8746,3.517,-3.354,-43.83,40.48
p1,1764661891.9918,3.516,-3.449,-34.7,31.25
p1,1764661892.1236,3.516,-3.454,-43.65,40.2
p1,1764661901.9521,3.515,-3.518,-38.76,35.24
p1,1764661901.9741,3.518,-3.527,-36.51,32.98
p1,1764661902.0911,3.515,-3.558,-32.9,29.34
p1,1764661902.2231,3.516,-3.538,-36.36,32.82
G,1764661911,13.079468333,-16.770148333,13.8
C,1764661912.005,5,0
p1,1764661912.0516,3.515,-3.627,-32.23,28.6
p1,1764661912.0733,3.517,-3.614,-31.79,28.17
p1,1764661912.1906,3.516,-3.524,-41.09,37.56
p1,1764661912.3223,3.515,-3.625,-32.11,28.48
p1,1764661922.1508,3.514,-3.529,-36.06,32.53
p1,1764661922.1728,3.517,-3.474,-38.65,35.17
p1,1764661922.2900,3.516,-3.488,-41.63,38.15
p1,1764661922.4218,3.516,-3.499,-38.6,35.1
C,1764661932.004,4,0
p1,1764661932.2503,3.514,-3.476,-43.68,40.2
p1,1764661932.2723,3.517,-3.452,-41.66,38.21
p1,1764661932.3896,3.516,-3.551,-34.11,30.55
p1,1764661932.5213,3.516,-3.471,-44,40.53
p1,1764661942.3498,3.515,-3.501,-39.01,35.5
p1,1764661942.3718,3.518,-3.519,-34.29,30.77
p1,1764661942.4888,3.516,-3.55,-34.06,30.51
p1,1764661942.6208,3.516,-3.519,-36.01,32.49
C,1764661952.004,5,0
p1,1764661952.4493,3.515,-3.653,-31.98,28.32
p1,1764661952.4710,3.517,-3.615,-33.52,29.9
p1,1764661952.5883,3.516,-3.577,-41.62,38.04
p1,1764661952.7200,3.516,-3.682,-31.96,28.27
p1,1764661962.5485,3.514,-3.507,-36.21,32.7
p1,1764661962.5706,3.518,-3.475,-41.66,38.18
p1,1764661962.6878,3.516,-3.482,-41.89,38.4
p1,1764661962.8195,3.515,-3.479,-38.65,35.17
G,1764661971,13.079468333,-16.770148333,13.7
C,1764661972.002,4,0
p1,1764661972.6480,3.515,-3.457,-43.08,39.63
p1,1764661972.6700,3.518,-3.484,-41.46,37.98
p1,1764661972.7873,3.517,-3.551,-33.92,30.36
p1,1764661972.9190,3.517,-3.456,-41.95,38.49
p1,1764661982.7475,3.515,-3.657,-37.03,33.37
p1,1764661982.7695,3.519,-3.71,-34.23,30.51
p1,1764661982.8865,3.516,-3.681,-34.06,30.38
p1,1764661983.0185,3.517,-3.591,-34.34,30.75
p1,1764661992.8468,3.515,-7.422,-31.38,23.94
p1,1764661992.8470,3.516,-3.567,-30.7,27.12
p1,1764661992.8688,3.518,-3.532,-33.8,30.26
p1,1764661992.9860,3.517,-3.451,-41.5,38.05
p1,1764661993.1178,3.516,-3.524,-32.85,29.32
p1,1764662002.9463,3.515,-3.485,-37.38,33.89
p1,1764662002.9683,3.518,-3.475,-41.44,37.96
p1,1764662003.0855,3.516,-3.471,-40.88,37.41
p1,1764662003.2173,3.516,-3.466,-40.43,36.97
C,1764662011.893,5,0
p1,1764662013.0458,3.515,-3.464,-43.56,40.09
p1,1764662013.0678,3.518,-3.475,-41.58,38.1
p1,1764662013.1850,3.517,-3.54,-33.17,29.63
p1,1764662013.3168,3.517,-3.475,-41.24,37.77
p1,1764662023.1452,3.516,-3.518,-35.95,32.43
p1,1764662023.1672,3.519,-3.536,-34.21,30.67
p1,1764662023.2842,3.516,-3.521,-34.05,30.52
p1,1764662023.4162,3.517,-3.548,-34.04,30.49
G,1764662031,13.079468333,-16.77015,13.5
C,1764662031.893,4,0
p1,1764662033.2445,3.515,-3.587,-32.23,28.64
p1,1764662033.2665,3.518,-3.551,-33.7,30.14
p1,1764662033.3838,3.517,-3.456,-42.41,38.95
p1,1764662033.5155,3.517,-3.548,-34.08,30.53
p1,1764662043.3440,3.516,-3.498,-38.99,35.49
p1,1764662043.3660,3.519,-3.463,-41.35,37.89
p1,1764662043.4832,3.517,-3.491,-38.4,34.91
p1,1764662043.6150,3.517,-3.491,-41.77,38.27
p1,1764662053.4435,3.516,-3.409,-43.96,40.55
p1,1764662053.4655,3.519,-3.399,-40.64,37.24
p1,1764662053.5827,3.518,-3.509,-31.71,28.2
p1,1764662053.7145,3.517,-3.411,-41.46,38.05
p1,1764662063.5430,3.516,-3.709,-36.38,32.67
p1,1764662063.5650,3.519,-3.724,-33.37,29.64
p1,1764662063.6820,3.517,-3.725,-36.49,32.77
p1,1764662063.8140,3.517,-3.763,-34.36,30.59
C,1764662071.896,5,0
p1,1764662073.6422,3.515,-3.566,-31.95,28.37
p1,1764662073.6642,3.518,-3.499,-34.32,30.82
p1,1764662073.7815,3.517,-3.458,-43.83,40.37
p1,1764662073.9132,3.517,-3.543,-33.8,30.25
p1,1764662083.7417,3.516,-3.509,-38.86,35.35
p1,1764662083.7637,3.518,-3.454,-42.15,38.69
p1,1764662083.8810,3.517,-3.504,-38.88,35.37
p1,1764662084.0127,3.517,-3.479,-41.28,37.8
G,1764662091,13.07947,-16.770151667,13.5
C,1764662091.895,4,0
p1,1764662093.8412,3.516,-3.517,-43.86,40.34
p1,1764662093.8632,3.519,-3.532,-38.76,35.22
p1,1764662093.9805,3.518,-3.636,-32.26,28.62
p1,1764662094.1122,3.518,-3.535,-41.54,38.01
p1,1764662103.9407,3.516,-4.16,-36.44,32.28
p1,1764662103.9627,3.519,-4.201,-32.62,28.41
p1,1764662104.0797,3.517,-4.089,-36.58,32.49
p1,1764662104.2117,3.517,-4.08,-33.85,29.76
p1,1764662114.0399,3.517,-3.963,-32.47,28.5
p1,1764662114.0619,3.52,-3.912,-36.7,32.78
p1,1764662114.1792,3.519,-3.851,-44.09,40.24
p1,1764662114.3109,3.519,-3.932,-34.6,30.66
C,1764662117.283,4,0
p1,1764662124.1394,3.517,-3.946,-40.16,36.21
p1,1764662124.1615,3.521,-3.958,-44.44,40.48
p1,1764662124.2787,3.519,-4.015,-39.19,35.18
p1,1764662124.4104,3.519,-4.007,-43.04,39.03
p1,1764662134.2389,3.518,-4.019,-41.76,37.74
p1,1764662134.2609,3.52,-4.047,-39.45,35.4
p1,1764662134.3782,3.519,-4.145,-32.1,27.95
p1,1764662134.5099,3.519,-4.193,-39.23,35.04
p1,1764662144.3384,3.518,-4.719,-35.03,30.3
p1,1764662144.3604,3.521,-4.828,-33.39,28.56
p1,1764662144.4774,3.518,-5.01,-37.91,32.9
p1,1764662144.6094,3.519,-5.086,-33.49,28.4
G,1764662151,13.079473333,-16.770151667,13
p1,1764662154.4377,3.517,-3.57,-33.9,30.33
p1,1764662154.4597,3.52,-3.534,-36.23,32.69
p1,1764662154.5769,3.519,-3.467,-43.01,39.55
p1,1764662154.7087,3.519,-3.545,-36.33,32.79
p1,1764662164.5372,3.517,-3.148,-41.27,38.12
p1,1764662164.5592,3.52,-3.123,-43.17,40.04
p1,1764662164.6764,3.519,-3.164,-36.11,32.94
p1,1764662164.8082,3.519,-3.138,-43.43,40.29
C,1764662171.894,5,0
p1,1764662174.6367,3.518,-3.394,-41.56,38.16
p1,1764662174.6587,3.521,-3.398,-37.93,34.53
p1,1764662174.7756,3.519,-3.474,-31.77,28.29
p1,1764662174.9077,3.519,-3.391,-38.93,35.53
p1,1764662184.7361,3.518,-3.302,-33.71,30.4
p1,1764662184.7582,3.521,-3.319,-30.76,27.44
p1,1764662184.8752,3.518,-3.218,-38.57,35.35
p1,1764662185.0072,3.519,-3.252,-31.63,28.37
C,1764662191.896,4,0
p1,1764662194.8354,3.517,-3.021,-33.58,30.56
p1,1764662194.8574,3.521,-2.952,-36.05,33.1
p1,1764662194.9747,3.519,-2.941,-43.22,40.28
p1,1764662195.1064,3.518,-2.987,-35.34,32.35
p1,1764662204.9349,3.518,-2.966,-40.65,37.68
p1,1764662204.9569,3.521,-2.925,-42.66,39.74
p1,1764662205.0741,3.519,-3.007,-35.96,32.95
p1,1764662205.2059,3.519,-2.952,-42.94,39.99
G,1764662211,13.079471667,-16.770153333,13.3
C,1764662211.888,5,0
p1,1764662215.0344,3.518,-3.654,-41.46,37.8
p1,1764662215.0564,3.52,-3.691,-36.2,32.51
p1,1764662215.1734,3.519,-3.754,-32.17,28.41
p1,1764662215.3054,3.519,-3.666,-38.26,34.6
p1,1764662225.1339,3.518,-3.635,-32.91,29.27
p1,1764662225.1556,3.52,-3.661,-32.24,28.57
p1,1764662225.2729,3.518,-3.582,-38.61,35.03
p1,1764662225.4046,3.518,-7.585,-31.39,23.79
p1,1764662225.4049,3.519,-3.663,-31.04,27.36
p1,1764662235.2331,3.517,-3.562,-34.91,31.35
p1,1764662235.2551,3.52,-3.542,-38.79,35.24
p1,1764662235.3724,3.519,-3.509,-43.42,39.91
p1,1764662235.5041,3.519,-3.525,-37.54,34.01
p1,1764662245.3326,3.518,-3.328,-43.12,39.8
p1,1764662245.3546,3.521,-3.332,-43.66,40.33
p1,1764662245.4719,3.519,-3.381,-34.66,31.28
p1,1764662245.6036,3.519,-3.337,-43.47,40.14
C,1764662251.893,4,0
p1,1764662255.4321,3.518,-3.391,-38.51,35.11
p1,1764662255.4541,3.521,-3.4,-36.06,32.66
p1,1764662255.5711,3.519,-3.435,-32.7,29.26
p1,1764662255.7031,3.519,-3.421,-36.09,32.67
p1,1764662265.5316,3.518,-3.299,-31.89,28.58
p1,1764662265.5534,3.521,-3.289,-31.46,28.17
p1,1764662265.6706,3.519,-3.185,-40.1,36.91
p1,1764662265.8023,3.519,-3.3,-31.67,28.37
G,1764662271,13.079471667,-16.770155,13.3
p1,1764662275.6308,3.517,-4.062,-36.66,32.6
p1,1764662275.6528,3.521,-3.989,-39.21,35.22
p1,1764662275.7701,3.519,-3.871,-41.97,38.1
p1,1764662275.9018,3.519,-3.765,-38.89,35.12
p1,1764662285.7303,3.518,-3.444,-43.64,40.19
p1,1764662285.7523,3.52,-3.409,-42.21,38.8
p1,1764662285.8696,3.519,-3.458,-33.74,30.28
p1,1764662286.0013,3.519,-3.313,-43.66,40.35
p1,1764662295.8298,3.518,-3.127,-38.77,35.65
p1,1764662295.8518,3.521,-3.148,-33.91,30.76
p1,1764662295.9688,3.519,-3.165,-33.37,30.2
p1,1764662296.1008,3.519,-3.121,-35.95,32.83
p1,1764662305.9293,3.518,-3.4,-31.42,28.01
p1,1764662305.9511,3.52,-3.363,-33.82,30.45
p1,1764662306.0683,3.519,-3.313,-41.19,37.87
p1,1764662306.2001,3.519,-3.403,-31.61,28.2
p1,1764662316.0286,3.518,-3.113,-36.07,32.95
p1,1764662316.0506,3.521,-3.094,-41.15,38.06
p1,1764662316.1678,3.519,-3.098,-40.86,37.76
p1,1764662316.2996,3.519,-3.085,-39.05,35.96
p1,1764662326.1281,3.518,-3.068,-43,39.94
p1,1764662326.1501,3.521,-3.085,-41.42,38.34
p1,1764662326.2673,3.519,-3.149,-32.94,29.79
p1,1764662326.3991,3.519,-3.081,-41.33,38.25
G,1764662331,13.07947,-16.770155,13.5
C,1764662331.889,5,0
p1,1764662336.2276,3.518,-3.212,-36.11,32.9
p1,1764662336.2496,3.521,-3.216,-33.96,30.74
p1,1764662336.3666,3.519,-3.146,-34.12,30.97
p1,1764662336.4986,3.519,-3.129,-33.64,30.5
p1,1764662346.3268,3.518,-3.642,-32.17,28.52
p1,1764662346.3488,3.521,-3.59,-33.83,30.23
p1,1764662346.4661,3.519,-3.515,-43.23,39.72
p1,1764662346.5978,3.519,-3.629,-33.95,30.31
C,1764662351.899,4,0
p1,1764662356.4263,3.518,-3.188,-38.42,35.23
p1,1764662356.4483,3.521,-3.138,-41.18,38.04
p1,1764662356.5655,3.519,-3.19,-38.69,35.5
p1,1764662356.6973,3.519,-3.168,-41.3,38.13
p1,1764662366.5258,3.518,-3.366,-43.68,40.31
p1,1764662366.5478,3.521,-3.371,-38.77,35.4
p1,1764662366.6651,3.52,-3.478,-31.97,28.49
p1,1764662366.7968,3.519,-3.315,-41.22,37.91
C,1764662371.898,5,0
p1,1764662376.6253,3.519,-3.208,-35.24,32.03
p1,1764662376.6473,3.521,-3.258,-31.46,28.2
p1,1764662376.7643,3.519,-3.209,-35.57,32.36
p1,1764662376.8963,3.52,-3.228,-32.83,29.6
p1,1764662386.7245,3.518,-3.296,-31.86,28.56
p1,1764662386.7465,3.521,-3.251,-35.92,32.67
p1,1764662386.8638,3.52,-3.179,-43.23,40.05
p1,1764662386.9955,3.519,-3.231,-34.06,30.83
G,1764662391,13.079475,-16.770161667,13.3
p1,1764662396.8240,3.518,-2.785,-39.32,36.54
p1,1764662396.8460,3.521,-2.786,-43.31,40.53
p1,1764662396.9633,3.52,-2.934,-37.52,34.58
p1,1764662397.0950,3.52,-2.83,-41.94,39.11
p1,1764662406.9236,3.518,-3.015,-41.39,38.37
p1,1764662406.9455,3.521,-3.035,-38.24,35.2
p1,1764662407.0625,3.52,-7.049,-30.86,23.79
p1,1764662407.0628,3.52,-3.115,-30.28,27.15
p1,1764662407.1945,3.52,-3.028,-38.27,35.24
C,1764662411.898,4,0
p1,1764662417.0230,3.519,-3.052,-33.24,30.18
p1,1764662417.0450,3.522,-3.07,-31.37,28.3
p1,1764662417.1620,3.519,-2.983,-36.77,33.79
p1,1764662417.2940,3.52,-3.074,-31.66,28.58
p1,1764662427.1223,3.518,-3.289,-33.95,30.66
p1,1764662427.1443,3.521,-3.256,-35.91,32.65
p1,1764662427.2615,3.519,-3.229,-43.08,39.85
p1,1764662427.3933,3.519,-3.291,-35.8,32.51
C,1764662431.901,5,0
p1,1764662437.2218,3.518,-2.966,-41.02,38.05
p1,1764662437.2438,3.521,-2.906,-42.39,39.49
p1,1764662437.3610,3.52,-2.895,-35.5,32.6
p1,1764662437.4928,3.52,-2.817,-43.34,40.52
p1,1764662447.3213,3.518,-3.141,-41.21,38.07
p1,1764662447.3433,3.521,-3.151,-35.89,32.74
p1,1764662447.4602,3.519,-3.229,-31.85,28.61
p1,1764662447.5922,3.52,-3.142,-38.72,35.58
G,1764662451,13.079478333,-16.770158333,13.1
C,1764662451.891,4,0
p1,1764662457.4207,3.519,-3.315,-33.55,30.23
p1,1764662457.4425,3.521,-3.342,-31.23,27.88
p1,1764662457.5597,3.52,-3.264,-38.67,35.4
p1,1764662457.6918,3.52,-3.34,-31.68,28.33
p1,1764662467.5200,3.518,-3.208,-33.39,30.18
p1,1764662467.5420,3.521,-3.162,-38.78,35.61
p1,1764662467.6592,3.52,-3.149,-43.38,40.23
p1,1764662467.7910,3.52,-3.17,-35.96,32.79
p1,1764662477.6195,3.519,-3.117,-41.17,38.05
p1,1764662477.6415,3.521,-3.134,-43.49,40.36
p1,1764662477.7587,3.52,-3.236,-35.67,32.43
p1,1764662477.8905,3.52,-3.196,-42.74,39.54
p1,1764662487.7190,3.519,-3.031,-38.59,35.56
p1,1764662487.7410,3.522,-3.075,-35.57,32.49
p1,1764662487.8580,3.52,-3.134,-31.58,28.44
p1,1764662487.9900,3.52,-3.083,-35.55,32.47
C,1764662491.898,5,0
p1,1764662497.8185,3.519,-3.317,-31.61,28.29
p1,1764662497.8402,3.521,-3.311,-31.82,28.5
p1,1764662497.9575,3.52,-3.204,-38.42,35.21
p1,1764662498.0892,3.52,-3.313,-31.62,28.3
p1,1764662507.9177,3.519,-3.255,-36.11,32.86
p1,1764662507.9397,3.522,-3.222,-38.23,35
p1,1764662508.0570,3.52,-3.219,-41.26,38.04
p1,1764662508.1887,3.52,-3.293,-38.98,35.69
G,1764662511,13.079476667,-16.770158333,13
C,1764662511.9,4,0
p1,1764662518.0172,3.519,-3.229,-43.86,40.63
p1,1764662518.0392,3.522,-3.21,-43.14,39.93
p1,1764662518.1565,3.52,-3.295,-33.39,30.09
p1,1764662518.2882,3.52,-3.222,-43.52,40.3
p1,1764662528.1167,3.519,-3.247,-38.63,35.38
p1,1764662528.1387,3.522,-3.258,-34.6,31.34
p1,1764662528.2557,3.52,-3.293,-33.98,30.69
p1,1764662528.3877,3.52,-3.267,-36.35,33.08
p1,1764662538.2162,3.519,-3.36,-32.03,28.66
p1,1764662538.2379,3.522,-3.323,-32.3,28.98
p1,1764662538.3557,3.52,-3.261,-41.28,38.02
p1,1764662538.4869,3.52,-3.346,-31.83,28.48
p1,1764662548.3154,3.519,-3.277,-36.09,32.81
p1,1764662548.3374,3.522,-3.227,-40.5,37.28
p1,1764662548.4547,3.52,-3.243,-41.33,38.08
p1,1764662548.5865,3.52,-3.249,-38.56,35.31
C,1764662551.902,5,0
p1,1764662558.4150,3.519,-3.273,-44.89,41.61
p1,1764662558.4369,3.522,-3.216,-40.92,37.7
p1,1764662558.5542,3.521,-3.288,-33.93,30.63
p1,1764662558.6859,3.52,-3.187,-42.06,38.88
p1,1764662568.5144,3.519,-3.222,-36.92,33.7
p1,1764662568.5364,3.522,-3.277,-33.87,30.58
