port, timestamp,snr,signal,noise,ms
p1,1764660397.1442,3.51,-2.395,-38.01,35.62
p1,1764660397.2614,3.509,-2.357,-41.26,38.9
p1,1764660397.3932,3.509,-2.375,-35.56,33.18
p1,1764660407.2207,3.508,-2.324,-42.35,40.02
p1,1764660407.2427,3.51,-2.318,-42.57,40.25
p1,1764660407.3599,3.509,-2.368,-32.62,30.24
p1,1764660407.4916,3.509,-2.329,-42.28,39.95
G,1764660411,13.079515,-16.77016,7.9
C,1764660412.002,3,0
p1,1764660417.2492,3.508,-2.359,-37.9,35.54
p1,1764660417.2712,3.51,-2.409,-32.95,30.54
p1,1764660417.3882,3.507,-2.408,-32.6,30.18
p1,1764660417.5202,3.509,-2.374,-35.14,32.76
p1,1764660427.3484,3.506,-2.462,-31.29,28.83
p1,1764660427.3487,4.655,-12.25,-32.7,20.41
p1,1764660427.3704,3.509,-2.401,-32.67,30.26
p1,1764660427.4877,3.508,-2.336,-40.3,37.96
p1,1764660427.6194,3.508,-2.424,-33.69,31.27
C,1764660432.004,4,0
p1,1764660437.4479,3.506,-2.334,-36.16,33.83
p1,1764660437.4699,3.51,-2.33,-40.78,38.45
p1,1764660437.5872,3.508,-2.386,-38.42,36.04
p1,1764660437.7189,3.507,-2.319,-39.45,37.13
p1,1764660447.5475,3.511,-2.309,-42.09,39.78
p1,1764660447.5695,3.514,-2.315,-39.32,37.01
p1,1764660447.6867,3.51,-2.432,-30.82,28.38
p1,1764660447.8185,3.508,-2.384,-39.97,37.58
p1,1764660457.6470,3.507,-2.427,-34.73,32.3
p1,1764660457.6689,3.51,-2.446,-30.76,28.3
p1,1764660457.7859,3.507,-2.433,-35.16,32.72
p1,1764660457.9179,3.508,-2.456,-32.84,30.38
p1,1764660467.7462,3.506,-2.472,-30.53,28.06
p1,1764660467.7681,3.509,-2.414,-34.79,32.37
p1,1764660467.8854,3.508,-2.369,-41.86,39.49
p1,1764660468.0171,3.507,-2.467,-36.75,34.28
G,1764660471,13.079485,-16.770158333,7.9
p1,1764660477.8458,3.507,-2.359,-38.1,35.74
p1,1764660477.8677,3.51,-2.373,-41.87,39.5
p1,1764660477.9849,3.508,-2.395,-36.57,34.18
p1,1764660478.1167,3.508,-2.356,-40.43,38.07
p1,1764660487.9452,3.508,-2.385,-40.9,38.51
p1,1764660487.9672,3.51,-2.396,-38.08,35.69
p1,1764660488.0845,3.509,-2.473,-29.72,27.24
p1,1764660488.2162,3.509,-2.406,-38.12,35.71
p1,1764660498.0447,3.508,-2.465,-32.67,30.2
p1,1764660498.0667,3.51,-2.484,-30.66,28.17
p1,1764660498.1836,3.508,-2.396,-36.58,34.18
p1,1764660498.3157,3.509,-2.492,-31.13,28.63
p1,1764660508.1439,3.507,-2.461,-32.91,30.45
p1,1764660508.1659,3.51,-2.431,-37.12,34.69
p1,1764660508.2832,3.509,-2.382,-43.48,41.1
p1,1764660508.4149,3.508,-2.429,-34.96,32.53
p1,1764660518.2434,3.508,-2.388,-39.65,37.26
p1,1764660518.2654,3.51,-2.343,-41.22,38.88
p1,1764660518.3827,3.509,-2.433,-34.86,32.43
p1,1764660518.5144,3.509,-2.378,-41.89,39.51
p1,1764660528.3429,3.508,-2.382,-39.97,37.58
p1,1764660528.3649,3.512,-2.413,-34.64,32.23
p1,1764660528.4819,3.509,-2.482,-30.55,28.06
p1,1764660528.6139,3.51,-2.49,-37.01,34.52
G,1764660531,13.079485,-16.770151667,8.7
p1,1764660538.4424,3.509,-2.504,-31.56,29.05
p1,1764660538.4642,3.51,-2.479,-30.76,28.27
p1,1764660538.5814,3.509,-2.405,-37.72,35.32
p1,1764660538.7131,3.509,-2.493,-31.11,28.61
p1,1764660538.7134,4.66,-12.14,-32.28,20.1
p1,1764660548.5416,3.508,-2.415,-32.82,30.4
p1,1764660548.5637,3.51,-2.399,-37.55,35.15
p1,1764660548.6809,3.51,-2.361,-41.48,39.12
p1,1764660548.8126,3.509,-2.376,-35.61,33.23
p1,1764660558.6411,3.508,-2.355,-41.66,39.3
p1,1764660558.6631,3.511,-2.362,-42.2,39.84
p1,1764660558.7804,3.51,-2.491,-34.08,31.58
p1,1764660558.9121,3.509,-2.359,-42.5,40.14
p1,1764660568.7406,3.509,-2.395,-37.42,35.02
p1,1764660568.7626,3.511,-2.416,-35.45,33.03
p1,1764660568.8796,3.509,-2.441,-30.79,28.34
p1,1764660569.0116,3.51,-2.424,-35.39,32.96
p1,1764660578.8401,3.509,-2.489,-31.17,28.68
p1,1764660578.8619,3.511,-2.476,-30.66,28.18
p1,1764660578.9791,3.51,-2.352,-37.85,35.5
p1,1764660579.1109,3.509,-2.479,-31.28,28.8
p1,1764660588.9394,3.508,-2.427,-35.54,33.12
p1,1764660588.9614,3.511,-2.377,-37.68,35.3
p1,1764660589.0786,3.51,-2.357,-39.37,37.01
p1,1764660589.2104,3.509,-2.396,-37.27,34.88
G,1764660591,13.079481667,-16.770143333,10.2
p1,1764660599.0389,3.509,-2.368,-41.79,39.42
p1,1764660599.0609,3.512,-2.445,-42.55,40.1
p1,1764660599.1781,3.511,-2.449,-32.77,30.32
p1,1764660599.3099,3.51,-2.37,-43.09,40.72
p1,1764660609.1384,3.509,-2.404,-37.59,35.18
p1,1764660609.1604,3.512,-2.397,-33.52,31.12
p1,1764660609.2774,3.509,-2.45,-32.65,30.19
p1,1764660609.4094,3.51,-2.422,-34.98,32.55
p1,1764660619.2379,3.51,-2.487,-30.87,28.37
p1,1764660619.2596,3.511,-2.445,-31.06,28.61
p1,1764660619.3769,3.51,-2.391,-40.3,37.91
p1,1764660619.5086,3.51,-2.488,-30.63,28.13
p1,1764660629.3371,3.509,-2.43,-35.24,32.81
p1,1764660629.3591,3.512,-2.368,-38.42,36.06
p1,1764660629.4764,3.511,-2.389,-39.78,37.39
p1,1764660629.6081,3.51,-2.402,-37.17,34.76
p1,1764660639.4366,3.51,-2.364,-42.63,40.26
p1,1764660639.4586,3.512,-2.371,-40.65,38.28
p1,1764660639.5758,3.511,-2.449,-32.67,30.22
p1,1764660639.7076,3.511,-2.365,-40.84,38.48
p1,1764660649.5361,3.51,-2.472,-36.31,33.84
p1,1764660649.5581,3.513,-2.451,-32.52,30.06
p1,1764660649.6751,3.51,-2.461,-32.82,30.36
p1,1764660649.8071,3.511,-2.509,-34.01,31.5
G,1764660651,13.079485,-16.77014,10.7
p1,1764660659.6353,3.509,-2.526,-32.16,29.63
p1,1764660659.6573,3.512,-2.455,-32.66,30.2
p1,1764660659.7746,3.511,-2.389,-39.63,37.24
p1,1764660659.9063,3.511,-2.479,-33.3,30.82
p1,1764660669.7348,3.509,-2.442,-36.75,34.3
p1,1764660669.7568,3.512,-2.384,-39.94,37.56
p1,1764660669.8741,3.511,-2.391,-40.15,37.75
p1,1764660670.0059,3.511,-2.369,-37.29,34.92
C,1764660671.878,5,0
p1,1764660679.8343,3.51,-2.357,-41.19,38.84
p1,1764660679.8563,3.512,-2.389,-40.34,37.95
p1,1764660679.9736,3.512,-2.456,-32.51,30.05
p1,1764660680.1053,3.511,-2.355,-40.49,38.13
p1,1764660689.9339,3.511,-2.416,-35.18,32.76
p1,1764660689.9558,3.513,-2.454,-32.71,30.25
p1,1764660690.0728,3.511,-2.459,-35.94,33.48
p1,1764660690.2048,3.512,-2.442,-32.92,30.48
C,1764660691.878,4,0
p1,1764660700.0331,3.509,-2.488,-30.26,27.76
p1,1764660700.0551,3.512,-2.453,-32.87,30.42
p1,1764660700.1723,3.511,-2.439,-44.58,42.14
p1,1764660700.3041,3.511,-2.455,-32.58,30.12
p1,1764660710.1325,3.51,-2.361,-37.13,34.77
p1,1764660710.1545,3.513,-2.341,-40.56,38.22
p1,1764660710.2718,3.512,-2.317,-37.93,35.62
p1,1764660710.4035,3.512,-2.344,-40.99,38.65
G,1764660711,13.079491667,-16.770138333,11.5
p1,1764660720.2321,3.511,-18.99,-58.7,39.71
p1,1764660720.2540,3.514,-17.81,-55.57,37.75
p1,1764660720.3713,3.512,-11.45,-40.08,28.63
p1,1764660720.5030,3.512,-10.16,-48.33,38.17
p1,1764660730.3316,3.511,-3.758,-36.54,32.78
p1,1764660730.3535,3.514,-3.803,-34.16,30.35
p1,1764660730.4705,3.511,-3.851,-35.74,31.89
p1,1764660730.6025,3.512,-4.306,-34.83,30.52
C,1764660731.879,5,0
p1,1764660740.4308,3.51,-4.767,-33.19,28.41
p1,1764660740.4528,3.513,-4.701,-34.98,30.28
p1,1764660740.5700,3.512,-4.766,-44.96,40.2
p1,1764660740.7018,3.511,-4.966,-35.23,30.26
p1,1764660750.5303,3.51,-5.509,-40.55,35.04
p1,1764660750.5523,3.514,-5.47,-43.54,38.07
p1,1764660750.6695,3.512,-5.536,-40.8,35.26
p1,1764660750.8013,3.512,-5.477,-43.35,37.88
C,1764660751.879,4,0
p1,1764660760.6298,3.511,-3.401,-43.6,40.2
p1,1764660760.6518,3.514,-3.42,-39.15,35.73
p1,1764660760.7690,3.513,-3.827,-32.28,28.45
p1,1764660760.9008,3.512,-4.834,-42.84,38.01
p1,1764660770.7293,3.511,-7.576,-40.14,32.56
p1,1764660770.7513,3.514,-7.636,-35.96,28.32
p1,1764660770.8683,3.512,-7.601,-40.18,32.57
p1,1764660771.0003,3.513,-7.769,-38.07,30.3
G,1764660771,13.079498333,-16.770145,12.3
p1,1764660780.8285,3.511,-8.516,-36.69,28.16
p1,1764660780.8505,3.514,-8.514,-40.55,32.03
p1,1764660780.9678,3.512,-9.051,-48.62,39.57
p1,1764660781.0995,3.512,-8.875,-39.1,30.22
p1,1764660790.9280,3.511,-8.91,-43.92,35
p1,1764660790.9500,3.514,-8.861,-47.98,39.12
p1,1764660791.0673,3.513,-8.832,-44.04,35.21
p1,1764660791.1990,3.512,-8.833,-46.28,37.44
p1,1764660800.8442,4.662,-53.48,-63.03,9.043
p1,1764660800.8465,-4.423,-52.97,-63.12,9.709
p1,1764660801.0275,3.511,-3.286,-42.81,39.53
p1,1764660801.0495,3.514,-3.317,-38.55,35.23
p1,1764660801.1668,3.513,-3.377,-31.77,28.38
p1,1764660801.2985,3.513,-3.239,-40.15,36.91
p1,1764660811.1270,3.512,-3.589,-35.32,31.73
p1,1764660811.1490,3.515,-3.657,-32.01,28.35
p1,1764660811.2660,3.512,-3.627,-36.34,32.71
p1,1764660811.3980,3.513,-3.633,-32.79,29.15
p1,1764660821.2262,3.511,-2.825,-31.16,28.33
p1,1764660821.2482,3.514,-2.808,-35.91,33.1
p1,1764660821.3655,3.513,-2.899,-42.8,39.9
p1,1764660821.4972,3.512,-2.963,-33.53,30.56
p1,1764660831.3257,3.511,-2.59,-37.81,35.22
p1,1764660831.3477,3.514,-2.599,-42.63,40.03
p1,1764660831.4650,3.513,-2.627,-37.98,35.35
p1,1764660831.5967,3.512,-2.585,-40.33,37.74
G,1764660831,13.0795,-16.770148333,12.3
C,1764660831.88,5,0
p1,1764660841.4252,3.511,-6.122,-44.21,38.09
p1,1764660841.4472,3.514,-6.133,-41.53,35.4
p1,1764660841.5645,3.513,-6.278,-34.6,28.31
p1,1764660841.6962,3.513,-6.179,-41.44,35.26
p1,1764660851.5247,3.512,-5.861,-36.15,30.29
p1,1764660851.5467,3.514,-5.893,-34.45,28.55
p1,1764660851.6637,3.512,-5.847,-38.45,32.61
p1,1764660851.7957,3.513,-5.91,-34.26,28.34
C,1764660851.88,4,0
p1,1764660861.6240,3.511,-6.26,-36.18,29.91
p1,1764660861.6460,3.514,-6.241,-38.85,32.61
p1,1764660861.7632,3.513,-6.136,-45.83,39.69
p1,1764660861.8950,3.512,-6.221,-38.59,32.36
p1,1764660871.7235,3.511,-10.15,-47.86,37.71
p1,1764660871.7454,3.514,-10.31,-50.6,40.29
p1,1764660871.8627,3.513,-11.12,-45.01,33.88
p1,1764660871.9945,3.513,-10.74,-50.72,39.98
p1,1764660881.8230,3.512,-10.82,-48.72,37.9
p1,1764660881.8450,3.514,-10.78,-46.19,35.41
p1,1764660881.9622,3.513,-10.69,-38.03,27.33
p1,1764660882.0939,3.513,-10.53,-45.77,35.24
G,1764660891,13.0795,-16.770148333,12.4
C,1764660891.877,5,0
p1,1764660891.9224,3.512,-13.83,-44.06,30.23
p1,1764660891.9444,3.515,-13.86,-42.36,28.49
p1,1764660892.0614,3.512,-13.83,-47.09,33.26
p1,1764660892.1935,3.513,-13.66,-42.17,28.5
p1,1764660902.0217,3.511,-10.87,-41.38,30.51
p1,1764660902.0437,3.514,-10.77,-43.23,32.45
p1,1764660902.1609,3.513,-10.32,-49.85,39.53
p1,1764660902.2927,3.512,-10.34,-43.16,32.82
C,1764660911.879,4,0
p1,1764660912.1212,3.566,-3.02,-41.15,38.13
p1,1764660912.1432,3.538,-3.852,-44.1,40.24
p1,1764660912.2604,3.517,-2.759,-34.93,32.17
p1,1764660912.3922,3.518,-2.842,-43.11,40.27
C,1764660916.389,4,0
p1,1764660922.2207,3.484,-2.558,-40.02,37.46
p1,1764660922.2427,3.487,-2.569,-35.47,32.9
p1,1764660922.3597,3.484,-2.664,-31.08,28.41
p1,1764660922.4917,3.49,-2.568,-37.36,34.79
C,1764660931.878,5,0
p1,1764660932.3202,3.501,-5.128,-33.57,28.44
p1,1764660932.3419,3.502,-5.144,-33.48,28.33
p1,1764660932.4592,3.501,-5.06,-39.99,34.93
p1,1764660932.5909,3.5,-5.164,-33.09,27.92
p1,1764660942.4194,3.5,-5.135,-37.85,32.71
p1,1764660942.4414,3.503,-5.114,-40.13,35.02
p1,1764660942.5587,3.502,-5.138,-42.6,37.46
p1,1764660942.6904,3.502,-5.078,-40.15,35.07
G,1764660951,13.079508333,-16.770141667,13.4
C,1764660951.88,4,0
p1,1764660952.5189,3.501,-4.818,-44.86,40.04
p1,1764660952.5409,3.504,-4.84,-42.79,37.95
p1,1764660952.6582,3.503,-5.062,-35.56,30.5
p1,1764660952.7899,3.502,-4.415,-44.63,40.22
p1,1764660962.6184,3.501,-4.041,-38.59,34.55
p1,1764660962.6404,3.504,-4.093,-34.53,30.43
p1,1764660962.7574,3.502,-4.112,-34.34,30.23
p1,1764660962.8894,3.503,-3.904,-35.66,31.75
p1,1764660972.7176,3.5,-3.169,-30.44,27.26
p1,1764660972.7397,3.503,-3.128,-33.32,30.19
p1,1764660972.8569,3.502,-3.081,-40.42,37.34
p1,1764660972.9886,3.501,-3.097,-32.39,29.28
p1,1764660982.8171,3.501,-3.272,-38.71,35.43
p1,1764660982.8391,3.504,-3.241,-40.75,37.51
p1,1764660982.9564,3.503,-3.228,-38.71,35.48
p1,1764660983.0881,3.503,-3.216,-41.85,38.63
C,1764660991.882,5,0
p1,1764660992.9167,3.502,-6.133,-46.43,40.3
p1,1764660992.9386,3.505,-6.232,-43.92,37.69
p1,1764660993.0559,3.504,-6.917,-35.17,28.25
p1,1764660993.1876,3.503,-7.414,-45.66,38.24
p1,1764661003.0161,3.503,-16.29,-48.83,32.54
p1,1764661003.0381,3.506,-16.35,-45.42,29.07
p1,1764661003.1551,3.503,-16.45,-48.98,32.53
p1,1764661003.2871,3.504,-15.96,-46.37,30.4
G,1764661011,13.079515,-16.770136667,14.9
C,1764661011.874,4,0
p1,1764661013.1154,3.502,-13.57,-41.79,28.22
p1,1764661013.1374,3.505,-13.38,-44.77,31.38
p1,1764661013.2546,3.504,-12.4,-52.39,39.99
p1,1764661013.3864,3.503,-11.81,-42.03,30.22
p1,1764661023.2149,3.503,-15.92,-50.78,34.86
p1,1764661023.2368,3.506,-16.14,-55.73,39.59
p1,1764661023.3541,3.505,-16.23,-51.37,35.13
p1,1764661023.4859,3.504,-15.79,-53.37,37.58
p1,1764661033.3144,3.504,-15.63,-53.56,37.93
p1,1764661033.3364,3.507,-15.73,-51.01,35.28
p1,1764661033.4536,3.506,-15.7,-44.03,28.33
p1,1764661033.5854,3.505,-15.52,-51.15,35.64
p1,1764661043.4139,3.505,-21.1,-51.11,30
p1,1764661043.4359,3.507,-21.29,-49.53,28.23
p1,1764661043.5528,3.504,-22.04,-54.18,32.14
p1,1764661043.6849,3.506,-22.94,-51.17,28.22
C,1764661051.883,5,0
p1,1764661053.5131,3.504,-17.89,-47.7,29.8
p1,1764661053.5351,3.507,-17.88,-50.04,32.16
p1,1764661053.6523,3.506,-18.12,-55.96,37.84
p1,1764661053.7841,3.505,-18.64,-50.75,32.11
p1,1764661063.6126,3.504,-9.294,-47.55,38.26
p1,1764661063.6346,3.507,-9.761,-49.98,40.22
p1,1764661063.7519,3.507,-11.59,-44.43,32.84
p1,1764661063.8836,3.506,-11.61,-52.08,40.47
G,1764661071,13.079516667,-16.770135,16.3
C,1764661071.883,4,0
p1,1764661073.7121,3.505,-25.47,-63.38,37.91
p1,1764661073.7341,3.508,-25.86,-60.8,34.94
p1,1764661073.8511,3.505,-28.16,-56.18,28.01
p1,1764661073.9831,3.506,-29.43,-64.3,34.86
p1,1764661083.8116,3.506,-9.827,-40.34,30.51
p1,1764661083.8336,3.509,-9.714,-37.68,27.95
p1,1764661083.9506,3.506,-8.744,-43.97,35.23
p1,1764661084.0826,3.507,-7.799,-36.35,28.55
C,1764661091.881,5,0
p1,1764661093.9108,3.505,-5.069,-35.35,30.27
p1,1764661093.9328,3.508,-4.755,-37.73,32.97
p1,1764661094.0501,3.507,-4.009,-44.35,40.34
p1,1764661094.1818,3.506,-3.741,-36.1,32.36
p1,1764661104.0103,3.506,-2.916,-41.17,38.25
p1,1764661104.0323,3.509,-2.876,-42.68,39.8
p1,1764661104.1495,3.508,-2.954,-35.36,32.4
p1,1764661104.2813,3.507,-2.901,-42.77,39.87
p1,1764661114.1098,3.507,-2.949,-40.57,37.62
p1,1764661114.1318,3.509,-2.98,-35.3,32.31
p1,1764661114.2488,3.507,-3.051,-31.17,28.11
p1,1764661114.3808,3.508,-3.029,-37.36,34.33
p1,1764661124.2093,3.507,-2.973,-32.43,29.45
p1,1764661124.2310,3.509,-3.025,-31.42,28.39
p1,1764661124.3483,3.507,-3.023,-38.43,35.41
p1,1764661124.4803,3.508,-3.088,-30.4,27.31
G,1764661131,13.07951,-16.770136667,16.5
C,1764661132.002,4,0
p1,1764661134.3085,3.506,-2.704,-33.41,30.7
p1,1764661134.3305,3.509,-2.684,-37.86,35.17
p1,1764661134.4478,3.508,-2.666,-41.78,39.12
p1,1764661134.5795,3.508,-2.741,-36.62,33.87
p1,1764661144.4080,3.507,-13.06,-52.46,39.4
p1,1764661144.4300,3.51,-12.95,-53.18,40.23
p1,1764661144.5473,3.509,-13.16,-44.9,31.73
p1,1764661144.6790,3.509,-12.52,-52.22,39.7
C,1764661152.003,5,0
p1,1764661154.5075,3.507,-13.3,-48.44,35.14
p1,1764661154.5295,3.51,-13.31,-46.04,32.72
p1,1764661154.6465,3.508,-13.84,-42.64,28.79
p1,1764661154.7785,3.509,-14.79,-47.41,32.61
p1,1764661164.6070,3.508,-4.149,-32.66,28.5
p1,1764661164.6288,3.51,-4.05,-32.34,28.28
p1,1764661164.7460,3.509,-3.831,-40.38,36.55
p1,1764661164.8778,3.508,-4.057,-32.62,28.55
C,1764661172.004,4,0
p1,1764661174.7063,3.507,-12.92,-45.58,32.67
p1,1764661174.7283,3.51,-12.88,-47.92,35.04
p1,1764661174.8455,3.509,-12.72,-50.42,37.7
p1,1764661174.9773,3.51,-12.97,-48.34,35.38
p1,1764661184.8058,3.508,-7.167,-47.36,40.2
p1,1764661184.8278,3.511,-7.193,-46.56,39.36
p1,1764661184.9450,3.51,-7.095,-37.38,30.28
p1,1764661185.0767,3.509,-6.718,-47.02,40.3
G,1764661191,13.079503333,-16.770133333,16.3
p1,1764661194.9920,3.509,-5.443,-40.65,35.21
p1,1764661195.0140,3.512,-5.465,-38.29,32.82
p1,1764661195.1310,3.509,-5.521,-34.54,29.01
p1,1764661195.2630,3.51,-5.512,-38.24,32.73
p1,1764661205.0915,3.51,-3.407,-31.82,28.41
p1,1764661205.1132,3.511,-3.392,-31.86,28.46
p1,1764661205.2305,3.51,-3.292,-40.2,36.91
p1,1764661205.3622,3.51,-3.408,-32.04,28.62
C,1764661212.004,5,0
p1,1764661215.1908,3.509,-3.345,-36.23,32.88
p1,1764661215.2128,3.512,-3.302,-38.31,35.01
p1,1764661215.3300,3.51,-3.291,-40.95,37.66
p1,1764661215.4617,3.51,-3.312,-38.71,35.4
p1,1764661225.2902,3.509,-3.373,-43.95,40.58
p1,1764661225.3122,3.512,-3.421,-43.06,39.64
p1,1764661225.4295,3.511,-3.445,-33.65,30.2
p1,1764661225.5612,3.511,-3.354,-43.5,40.14
C,1764661232.005,4,0
p1,1764661235.3897,3.51,-3.351,-38.88,35.52
p1,1764661235.4117,3.513,-3.365,-34.63,31.26
p1,1764661235.5287,3.51,-3.439,-34.16,30.72
p1,1764661235.6607,3.511,-3.473,-36.01,32.53
p1,1764661245.4892,3.511,-4.023,-32.53,28.5
p1,1764661245.5110,3.512,-3.979,-33.14,29.15
p1,1764661245.6282,3.511,-3.921,-42.17,38.25
p1,1764661245.7600,3.511,-4.011,-32.32,28.31
G,1764661251,13.079501667,-16.770135,16.2
p1,1764661255.5885,3.51,-3.942,-36.54,32.59
p1,1764661255.6105,3.513,-3.888,-40.86,36.98
p1,1764661255.7277,3.512,-3.903,-42.07,38.16
p1,1764661255.8595,3.511,-3.914,-38.99,35.08
p1,1764661265.6880,3.51,-3.88,-43.96,40.08
p1,1764661265.7100,3.513,-3.883,-41.67,37.78
p1,1764661265.8272,3.512,-3.964,-34.42,30.46
p1,1764661265.9589,3.512,-3.875,-43.46,39.59
C,1764661272.004,5,0
p1,1764661275.7875,3.511,-3.9,-38.24,34.34
p1,1764661275.8095,3.514,-3.955,-34.4,30.44
p1,1764661275.9264,3.511,-3.953,-34.29,30.33
p1,1764661276.0584,3.513,-3.916,-35.58,31.66
p1,1764661285.8870,3.512,-3.95,-31.42,27.46
p1,1764661285.9087,3.513,-3.916,-34.43,30.51
p1,1764661286.0259,3.512,-3.847,-41.73,37.89
p1,1764661286.1577,3.511,-3.921,-32.74,28.81
C,1764661292.004,4,0
p1,1764661295.9862,3.511,-3.85,-37.39,33.53
p1,1764661296.0082,3.514,-3.835,-42.08,38.24
p1,1764661296.1254,3.512,-3.835,-41.54,37.71
p1,1764661296.2572,3.512,-3.827,-40.38,36.55
p1,1764661306.0857,3.511,-3.814,-43.71,39.9
p1,1764661306.1077,3.514,-3.827,-41.9,38.07
p1,1764661306.2249,3.512,-3.891,-33.61,29.72
p1,1764661306.3567,3.512,-3.814,-41.57,37.75
G,1764661311,13.079498333,-16.770131667,16
C,1764661312.004,5,0
p1,1764661316.1852,3.512,-3.849,-36.52,32.67
p1,1764661316.2072,3.514,-3.867,-34.42,30.55
p1,1764661316.3242,3.512,-3.846,-34.47,30.62
p1,1764661316.4562,3.513,-3.871,-34.31,30.44
p1,1764661326.2844,3.51,-4.233,-32.75,28.52
p1,1764661326.3064,3.514,-4.194,-34.45,30.25
p1,1764661326.4237,3.512,-4.097,-42.93,38.83
p1,1764661326.5554,3.512,-4.186,-34.7,30.51
C,1764661332.004,4,0
p1,1764661336.3839,3.51,-4.321,-39.77,35.45
p1,1764661336.4059,3.513,-4.279,-42.25,37.97
p1,1764661336.5232,3.512,-4.202,-39.24,35.04
p1,1764661336.6549,3.512,-4.206,-42.38,38.18
p1,1764661346.4834,3.511,-3.909,-44.26,40.35
p1,1764661346.5054,3.514,-3.898,-41.23,37.33
p1,1764661346.6227,3.512,-4.009,-32.4,28.38
p1,1764661346.7544,3.512,-3.951,-42.16,38.21
p1,1764661356.5829,3.511,-3.801,-36.47,32.67
p1,1764661356.6049,3.514,-3.816,-33.14,29.32
p1,1764661356.7219,3.511,-3.795,-36.62,32.83
p1,1764661356.8539,3.512,-3.815,-34.43,30.61
p1,1764661366.6822,3.511,-3.687,-32.07,28.37
p1,1764661366.7042,3.514,-3.624,-34.51,30.89
p1,1764661366.8214,3.512,-3.58,-43.96,40.38
p1,1764661366.9531,3.512,-3.665,-33.98,30.31
G,1764661371,13.079491667,-16.77013,15.6
C,1764661372.002,5,0
p1,1764661376.7816,3.511,-3.621,-38.65,35.03
p1,1764661376.8036,3.514,-3.569,-42.56,38.99
p1,1764661376.9209,3.513,-3.62,-39.1,35.48
p1,1764661377.0526,3.513,-3.596,-41.46,37.87
p1,1764661386.8811,3.512,-3.574,-43.61,40.04
p1,1764661386.9031,3.514,-3.589,-38.72,35.13
p1,1764661387.0204,3.513,-3.687,-32.3,28.6
p1,1764661387.1521,3.513,-3.586,-41.41,37.82
C,1764661392.005,4,0
p1,1764661396.9806,3.512,-3.641,-35.85,32.21
p1,1764661397.0026,3.515,-3.691,-32.16,28.46
p1,1764661397.1196,3.512,-3.642,-36.4,32.76
p1,1764661397.2516,3.513,-3.66,-33.46,29.79
p1,1764661407.0799,3.511,-3.68,-32.17,28.48
p1,1764661407.1019,3.514,-3.634,-36.46,32.83
p1,1764661407.2191,3.513,-3.586,-43.86,40.28
p1,1764661407.3509,3.513,-3.639,-34.13,30.49
p1,1764661417.1794,3.511,-3.587,-39.4,35.81
p1,1764661417.2014,3.515,-3.584,-43.96,40.38
p1,1764661417.3186,3.513,-3.609,-38.9,35.29
p1,1764661417.4504,3.513,-3.57,-42.11,38.54
p1,1764661427.2788,3.512,-3.599,-41.34,37.74
p1,1764661427.3009,3.515,-3.624,-39.16,35.54
p1,1764661427.4181,3.513,-3.709,-31.53,27.81
p1,1764661427.5499,3.513,-3.621,-38.93,35.31
G,1764661431,13.079481667,-16.770131667,15.4
C,1764661432.005,5,0
p1,1764661437.3783,3.512,-3.675,-34.11,30.44
p1,1764661437.4004,3.515,-3.701,-32.24,28.53
p1,1764661437.5173,3.513,-3.623,-36.58,32.96
p1,1764661437.6493,3.514,-3.706,-32.01,28.29
