port, timestamp,snr,signal,noise,ms
p1,1764315564.6967,3.508,-69.45,-77.53,7.339
p1,1764315574.6569,3.489,-50.24,-75.09,24.84
p1,1764315574.6789,3.492,-50.1,-75.92,25.81
p1,1764315574.7962,3.489,-49.74,-76.64,26.89
p1,1764315574.9279,3.488,-49.62,-75.07,25.44
p1,1764315584.7564,3.493,-44.42,-75.63,31.21
p1,1764315584.7784,3.498,-44.63,-76.75,32.12
p1,1764315584.8956,3.495,-46.1,-76.45,30.34
p1,1764315585.0274,3.491,-46.45,-77.31,30.86
p1,1764315594.8559,3.502,-43.54,-76.64,33.1
p1,1764315594.8779,3.504,-43.66,-75.49,31.83
p1,1764315594.9951,3.502,-44.33,-71.67,27.32
p1,1764315595.1269,3.501,-44.94,-76.74,31.79
G,1764315598,13.06909,-16.747445,23.7
p1,1764315604.9554,3.501,-49.18,-75.79,26.6
p1,1764315604.9774,3.502,-49.39,-74.94,25.54
p1,1764315605.0944,3.499,-48.46,-76.25,27.78
p1,1764315605.2264,3.501,-48.07,-73.93,25.85
p1,1764315615.0546,3.495,-55.19,-76.7,21.48
p1,1764315615.0766,3.499,-55.07,-77.25,22.15
p1,1764315615.1939,3.5,-55.83,-78.25,22.39
p1,1764315615.3257,3.493,-56.25,-77.62,21.35
p1,1764315625.1541,3.492,-47.07,-77.65,30.58
p1,1764315625.1761,3.493,-47.09,-78.07,30.97
p1,1764315625.2934,3.493,-47.34,-76.39,29.04
p1,1764315625.4251,3.493,-47.02,-77.29,30.27
p1,1764315635.2536,3.488,-51.25,-77.72,26.46
p1,1764315635.2756,3.491,-51.17,-76.94,25.77
p1,1764315635.3926,3.489,-51.1,-75.87,24.75
p1,1764315635.5246,3.49,-50.17,-76.72,26.53
C,1764315639.005,5,0
p1,1764315645.3531,3.497,-48.43,-74.45,26.01
p1,1764315645.3749,3.497,-48.61,-74.76,26.14
p1,1764315645.4921,3.495,-48.8,-76.7,27.9
p1,1764315645.6239,3.494,-48.71,-74.79,26.07
p1,1764315655.4524,3.494,-48.57,-76.19,27.62
p1,1764315655.4744,3.497,-48.3,-77.27,28.97
p1,1764315655.5916,3.497,-48.97,-77.47,28.49
p1,1764315655.7234,3.497,-48.75,-77.04,28.28
G,1764315658,13.069085,-16.74745,24.1
C,1764315659.005,4,0
p1,1764315665.5518,3.506,-54.74,-78.02,23.26
p1,1764315665.5739,3.509,-54.43,-77.77,23.32
p1,1764315665.6911,3.507,-53.88,-77.18,23.28
p1,1764315665.8228,3.507,-54.51,-77.96,23.43
p1,1764315675.6513,3.51,-47.79,-76.06,28.27
p1,1764315675.6733,3.51,-47.82,-75.12,27.29
p1,1764315675.7903,3.509,-47.81,-75.35,27.53
p1,1764315675.9224,3.511,-47.65,-75.39,27.73
p1,1764315685.8899,3.493,-68.68,-77.81,8.563
p1,1764315695.8501,3.513,-61.45,-77.65,16.1
p1,1764315695.8721,3.502,-62.34,-77.52,15.05
p1,1764315695.9893,3.486,-60.9,-78.48,17.5
p1,1764315696.1211,3.478,-64.52,-78.09,13.38
p1,1764315705.9496,3.492,-52.78,-77.42,24.62
p1,1764315705.9716,3.491,-52.55,-77.01,24.44
p1,1764315706.0888,3.502,-49.71,-75.31,25.59
p1,1764315706.2206,3.49,-50.14,-77.15,27
p1,1764315716.0491,3.503,-53.01,-76.39,23.36
p1,1764315716.0711,3.498,-53.65,-76.11,22.43
p1,1764315716.1881,3.49,-55.96,-77.45,21.46
p1,1764315716.3201,3.509,-57.91,-77.87,19.91
G,1764315718,13.06909,-16.747446667,25.1
p1,1764315726.1483,3.508,-55.84,-77.67,21.8
p1,1764315726.1703,3.509,-55.75,-77.81,22.03
p1,1764315726.2876,3.507,-55.82,-77.8,21.96
p1,1764315726.4193,3.507,-54.9,-77.68,22.75
p1,1764315736.2478,3.521,-57.35,-77.5,20.11
p1,1764315736.2698,3.523,-57.24,-77.22,19.93
p1,1764315736.3871,3.522,-56.2,-78.42,22.19
p1,1764315736.5188,3.52,-53.37,-78.25,24.87
C,1764315739.005,5,0
p1,1764315746.3473,3.51,-59.25,-77.89,18.57
p1,1764315746.3693,3.525,-59.17,-77.53,18.3
p1,1764315746.4863,3.522,-55.84,-76.81,20.94
p1,1764315746.6183,3.521,-58.74,-77.61,18.81
p1,1764315756.4465,3.49,-61.21,-77.93,16.62
p1,1764315756.4688,3.499,-61.1,-77.68,16.48
p1,1764315756.5858,3.494,-61.14,-78.73,17.51
p1,1764315756.7176,4.659,-71.36,-79.02,6.835
p1,1764315756.7178,3.496,-62.36,-77.87,15.39
C,1764315759.004,4,0
p1,1764315766.6853,3.487,-70.36,-77.96,6.767
p1,1764315776.6456,3.501,-61.25,-78.72,17.4
p1,1764315776.6675,3.506,-60.83,-77.87,16.96
p1,1764315776.7848,3.506,-59.82,-77.93,18.04
p1,1764315776.9165,3.503,-60.9,-78.08,17.09
G,1764315778,13.06909,-16.747445,25.7
C,1764315799.005,5,0
p1,1764315807.0830,3.514,-67,-78.15,10.8
p1,1764315817.0433,3.505,-67.48,-78.15,10.28
p1,1764315817.0653,3.508,-67.33,-77.69,9.946
p1,1764315817.1825,3.513,-62.58,-78.02,15.31
p1,1764315817.3143,3.51,-65.24,-77.63,12.13
C,1764315819.004,4,0
p1,1764315827.1428,3.522,-63.89,-78.01,13.95
p1,1764315827.1647,3.518,-63.51,-77.96,14.3
p1,1764315827.2817,3.519,-63.85,-77.98,13.97
p1,1764315827.4138,3.511,-63.09,-77.86,14.63
p1,1764315837.2420,3.511,-62.59,-78.1,15.39
p1,1764315837.2422,4.696,-71.68,-78.84,6.229
p1,1764315837.2640,3.526,-63.02,-77.54,14.37
p1,1764315837.3812,3.503,-62.08,-78.27,16.09
p1,1764315837.5130,3.518,-59.79,-77.26,17.39
G,1764315838,13.069095,-16.747441667,26.1
C,1764315839.003,5,0
p1,1764315847.3415,3.519,-68.01,-78.16,9.711
p1,1764315847.3635,3.519,-67.77,-78.25,10.06
p1,1764315847.4807,3.514,-68.09,-78.23,9.703
p1,1764315847.6125,3.519,-67.59,-78.01,10.01
C,1764315856.488,5,0
p1,1764315857.4410,3.517,-66.99,-78.25,10.92
p1,1764315857.4630,3.521,-66.62,-78.3,11.38
p1,1764315857.5802,3.52,-64.68,-78.06,13.17
p1,1764315857.7120,3.518,-63.22,-78.52,15.17
C,1764315859.005,4,0
p1,1764315867.5405,3.519,-57.88,-77.5,19.58
p1,1764315867.5625,3.524,-58.09,-77.74,19.6
p1,1764315867.6795,3.525,-57.89,-77.63,19.69
p1,1764315867.8115,3.518,-57.54,-78.08,20.5
p1,1764315877.6397,3.524,-63.87,-78.44,14.42
p1,1764315877.6617,3.534,-63.94,-78.19,14.09
p1,1764315877.7790,3.524,-63.47,-78.1,14.47
p1,1764315877.9107,4.978,-72.38,-79.59,6.295
p1,1764315877.9110,3.528,-64.21,-78.2,13.82
p1,1764315887.7392,3.518,-70.24,-78.11,7.088
p1,1764315887.7612,3.515,-70.06,-78.28,7.518
p1,1764315887.8785,3.522,-70.48,-78.12,6.822
p1,1764315888.0102,3.519,-70,-78.19,7.484
p1,1764315897.8387,3.535,-62.49,-78.25,15.65
p1,1764315897.8607,3.537,-61.36,-78.44,16.99
p1,1764315897.9779,3.531,-63.42,-77.31,13.71
p1,1764315898.1097,3.534,-63.34,-77.83,14.33
G,1764315898,13.069095,-16.747441667,26.3
C,1764315899.004,5,0
p1,1764315907.9382,3.625,-47.58,-77.56,29.97
p1,1764315907.9602,3.637,-47.62,-76.17,28.54
p1,1764315908.0772,3.621,-48.39,-75.07,26.67
p1,1764315908.2092,3.617,-48.2,-76.65,28.44
p1,1764315918.0377,3.537,-56.8,-77.33,20.49
p1,1764315918.0595,3.542,-56.92,-77.25,20.28
p1,1764315918.0597,5.499,-65.85,-79.26,13.2
p1,1764315918.1767,3.536,-56.77,-78.07,21.27
p1,1764315918.3087,3.54,-56.98,-77.74,20.72
C,1764315919.006,4,0
p1,1764315928.1369,3.539,-57.95,-78.36,20.37
p1,1764315928.1589,3.544,-57.73,-77.28,19.5
p1,1764315928.2762,3.543,-57.85,-77.72,19.82
p1,1764315928.4079,3.54,-58.04,-77.91,19.82
p1,1764315938.2364,3.536,-58.05,-77.8,19.7
p1,1764315938.2584,3.54,-57.79,-78.21,20.38
p1,1764315938.3757,3.539,-58.21,-78.03,19.78
p1,1764315938.5074,3.544,-58.05,-78.02,19.93
C,1764315939.004,5,0
p1,1764315948.3359,3.548,-57.47,-78.32,20.81
p1,1764315948.3580,3.548,-57.74,-78.1,20.32
p1,1764315948.4752,3.54,-58.07,-77.58,19.46
p1,1764315948.6069,3.545,-57.95,-78.06,20.06
p1,1764315958.4354,3.54,-57.77,-77.24,19.42
p1,1764315958.4574,3.546,-57.78,-76.93,19.11
p1,1764315958.5744,3.548,-57.66,-78.05,20.35
p1,1764315958.7064,3.548,-57.74,-77.08,19.29
G,1764315958,13.069095,-16.74744,26.2
p1,1764315968.5349,3.542,-58.63,-78.2,19.52
p1,1764315968.5566,3.551,-58.52,-77.53,18.95
p1,1764315968.6739,3.546,-58.56,-78.1,19.5
p1,1764315968.8057,3.549,-58.71,-77.74,18.98
p1,1764315978.6342,3.548,-58.87,-77.86,18.93
p1,1764315978.6562,3.554,-58.93,-78.1,19.12
p1,1764315978.7734,3.547,-58.46,-77.47,18.95
p1,1764315978.9052,3.542,-58.52,-77.63,19.05
C,1764315979.004,4,0
p1,1764315988.7337,3.546,-57.76,-77.68,19.88
p1,1764315988.7557,3.548,-57.85,-78.09,20.2
p1,1764315988.8729,3.547,-58.02,-77.79,19.72
p1,1764315989.0046,3.55,-58.02,-77.81,19.74
p1,1764315998.8331,3.545,-58,-78.12,20.08
p1,1764315998.8551,3.546,-57.97,-77.92,19.91
C,1764315999.005,5,0
p1,1764315998.9721,3.55,-58.23,-77.95,19.67
p1,1764315998.9724,4,-66.95,-78.67,11.42
p1,1764315999.1042,3.55,-57.81,-78.22,20.36
p1,1764316008.9326,3.547,-57.97,-78.4,20.39
p1,1764316008.9546,3.554,-58.01,-77.32,19.26
p1,1764316009.0716,3.546,-58.24,-77.88,19.6
p1,1764316009.2036,3.552,-58.21,-78.15,19.9
G,1764316018,13.069095,-16.747441667,26.3
C,1764316019.003,4,0
p1,1764316019.0319,3.556,-58,-76.92,18.86
p1,1764316019.0539,3.553,-57.95,-77.4,19.4
p1,1764316019.1711,3.551,-58.13,-77.9,19.73
p1,1764316019.3029,3.563,-58.06,-77.21,19.1
p1,1764316029.1314,3.546,-58.4,-78.31,19.87
p1,1764316029.1534,3.555,-58.62,-78.28,19.61
p1,1764316029.2706,3.561,-58.46,-77.67,19.16
p1,1764316029.4024,3.56,-58.38,-78.38,19.95
p1,1764316039.2309,3.542,-59.92,-74.92,14.86
p1,1764316039.2529,3.575,-59.48,-74.75,15.14
p1,1764316039.3701,3.57,-59.57,-74.18,14.47
p1,1764316039.5019,3.559,-59.57,-75.95,16.29
C,1764316058.986,5,0
p1,1764316059.4298,3.554,-58.34,-76.79,18.38
p1,1764316059.4519,3.563,-58.23,-76.67,18.37
p1,1764316059.5688,3.554,-58.31,-76.51,18.13
p1,1764316059.7008,3.563,-58.26,-75.5,17.16
p1,1764316069.5293,3.552,-57.96,-75.66,17.62
p1,1764316069.5511,3.557,-58.09,-76.42,18.27
p1,1764316069.6683,3.56,-58.17,-76.13,17.88
p1,1764316069.8001,3.564,-58.05,-75.97,17.85
G,1764316078,13.069098333,-16.747441667,26.2
C,1764316078.974,4,0
p1,1764316079.6286,3.557,-57.8,-78,20.16
p1,1764316079.6506,3.554,-57.72,-77.73,19.97
p1,1764316079.7678,3.557,-58.02,-77.52,19.44
p1,1764316079.8996,3.559,-57.94,-77.85,19.87
p1,1764316089.7281,3.559,-58.12,-78.06,19.9
p1,1764316089.7501,3.557,-58.06,-78.02,19.91
p1,1764316089.8673,3.558,-58.45,-77.61,19.11
p1,1764316089.9991,3.55,-58.31,-78.35,20
p1,1764316099.8276,3.555,-58,-78.54,20.5
p1,1764316099.8496,3.557,-58.09,-78.02,19.89
p1,1764316099.9666,3.561,-58.29,-77.78,19.45
p1,1764316100.0986,3.556,-58.33,-78.19,19.82
p1,1764316109.9271,3.553,-58.37,-77.74,19.32
p1,1764316109.9491,3.567,-58.03,-78.18,20.1
p1,1764316110.0661,3.564,-57.94,-77.48,19.49
p1,1764316110.1981,3.557,-58.22,-77.8,19.52
C,1764316118.984,5,0
p1,1764316120.0263,3.562,-57.9,-77.92,19.97
p1,1764316120.0483,3.576,-58.11,-77.91,19.76
p1,1764316120.1656,3.562,-58.45,-78.28,19.78
p1,1764316120.2973,3.554,-58.17,-78.06,19.85
p1,1764316130.1258,3.56,-58.33,-78.18,19.8
p1,1764316130.1478,3.575,-58.24,-77.98,19.7
p1,1764316130.2651,3.556,-58.12,-78.04,19.88
p1,1764316130.3968,3.56,-58.26,-77.92,19.61
G,1764316138,13.069096667,-16.74745,26.1
C,1764316138.988,4,0
p1,1764316140.2253,3.557,-58.24,-78.5,20.22
p1,1764316140.2473,3.559,-57.91,-78.52,20.57
p1,1764316140.3645,3.565,-58.27,-77.8,19.48
p1,1764316140.4963,3.558,-57.98,-78.57,20.55
p1,1764316150.3248,3.56,-58.72,-77.88,19.1
p1,1764316150.3468,3.569,-58.68,-77.76,19.03
p1,1764316150.4638,3.562,-58.8,-77.17,18.3
p1,1764316150.5958,3.555,-58.41,-77.79,19.33
C,1764316158.988,5,0
p1,1764316160.4243,3.559,-57.98,-77.71,19.68
p1,1764316160.4463,3.566,-57.92,-77.67,19.7
p1,1764316160.5633,3.563,-58.02,-78.3,20.24
p1,1764316160.6953,3.551,-58.46,-77.72,19.21
p1,1764316170.5235,3.555,-57.94,-77.34,19.35
p1,1764316170.5455,3.569,-58.35,-77.17,18.76
p1,1764316170.6628,3.559,-58.18,-77.8,19.58
p1,1764316170.7945,3.566,-58.06,-77.64,19.54
C,1764316178.987,4,0
p1,1764316180.6230,3.563,-58.06,-77.68,19.57
p1,1764316180.6450,3.576,-58.27,-77.58,19.26
p1,1764316180.7623,3.558,-58.43,-78.33,19.86
p1,1764316180.8940,3.566,-58.39,-78.19,19.75
p1,1764316190.7225,3.561,-58.07,-77.93,19.82
p1,1764316190.7445,3.564,-58.28,-78.01,19.68
p1,1764316190.8618,3.567,-58.18,-77.76,19.53
p1,1764316190.9935,3.558,-58.16,-78.2,19.99
G,1764316198,13.069095,-16.747455,25.8
p1,1764316200.8220,3.557,-58.02,-77.83,19.76
p1,1764316200.8440,3.561,-58.19,-77.8,19.56
p1,1764316200.9610,3.572,-58.13,-77.6,19.42
p1,1764316201.0930,3.567,-58.26,-77.75,19.44
p1,1764316210.9215,3.565,-57.86,-77.68,19.78
p1,1764316210.9433,3.564,-58.44,-77.62,19.12
p1,1764316211.0605,3.566,-58.01,-78.7,20.65
p1,1764316211.1925,3.563,-58.2,-77.97,19.72
C,1764316218.984,5,0
p1,1764316221.0207,3.562,-58.07,-76.99,18.87
p1,1764316221.0428,3.569,-57.91,-77.33,19.37
p1,1764316221.1600,3.564,-58.27,-77.64,19.32
p1,1764316221.2917,3.567,-58.04,-78,19.92
p1,1764316231.1202,3.557,-57.85,-77.86,19.97
p1,1764316231.1422,3.559,-58.31,-78.11,19.75
p1,1764316231.2595,3.565,-58.04,-78.21,20.13
p1,1764316231.3913,3.563,-58.11,-77.33,19.16
C,1764316238.985,4,0
p1,1764316241.2197,3.565,-58.06,-77.91,19.8
p1,1764316241.2417,3.557,-58.34,-78.15,19.77
p1,1764316241.3590,3.558,-58,-77.52,19.47
p1,1764316241.4907,3.561,-58.04,-77.77,19.68
p1,1764316251.3192,3.571,-58.3,-78.16,19.82
p1,1764316251.3412,3.564,-58.09,-77.65,19.51
p1,1764316251.4582,3.567,-58.2,-78.2,19.96
p1,1764316251.5902,3.556,-58.02,-77.95,19.89
G,1764316258,13.069093333,-16.747456667,25.8
p1,1764316261.4187,3.562,-58.21,-76.91,18.63
p1,1764316261.4405,3.566,-57.95,-76.86,18.85
p1,1764316261.4407,2.751,-66.5,-78.34,11.55
p1,1764316261.5577,3.571,-57.87,-78.22,20.32
p1,1764316261.6897,3.56,-58.4,-77.77,19.31
p1,1764316271.5180,3.559,-58.07,-78.14,20.03
p1,1764316271.5400,3.561,-58.21,-77.53,19.27
p1,1764316271.6572,3.56,-57.97,-77.85,19.83
p1,1764316271.7890,3.563,-58.02,-78.13,20.06
C,1764316278.985,5,0
p1,1764316281.6175,3.56,-58.21,-77.77,19.52
p1,1764316281.6395,3.565,-58.09,-78.11,19.98
p1,1764316281.7567,3.562,-58.4,-78.16,19.71
p1,1764316281.8885,3.562,-58.01,-79.12,21.08
p1,1764316291.7169,3.564,-58.4,-77.95,19.5
p1,1764316291.7390,3.572,-58.12,-78.43,20.28
p1,1764316291.8562,3.556,-58.49,-77.37,18.82
p1,1764316291.9879,3.556,-58.58,-78.31,19.68
C,1764316298.977,4,0
p1,1764316301.8165,3.562,-58.34,-77.68,19.29
p1,1764316301.8385,3.561,-58.51,-77.39,18.82
p1,1764316301.9554,3.563,-58.33,-78.54,20.17
p1,1764316302.0874,3.56,-58.39,-77.57,19.13
p1,1764316311.9160,3.56,-58.35,-78.25,19.86
p1,1764316311.9377,3.569,-58.31,-78.28,19.93
p1,1764316312.0549,3.565,-57.97,-77.77,19.75
p1,1764316312.1867,3.561,-58.24,-77.03,18.73
G,1764316318,13.069093333,-16.747458333,25.1
p1,1764316322.0152,3.557,-58.31,-77.69,19.33
p1,1764316322.0372,3.562,-57.94,-77.76,19.78
p1,1764316322.1544,3.56,-57.99,-77.86,19.83
p1,1764316322.2862,3.564,-58.15,-77.31,19.11
p1,1764316332.1147,3.556,-58.13,-78.24,20.07
p1,1764316332.1367,3.565,-58.26,-77.67,19.36
p1,1764316332.2539,3.572,-58.19,-77.71,19.46
p1,1764316332.3857,3.572,-58.41,-77.76,19.3
p1,1764316342.2142,3.556,-58.2,-77.99,19.74
p1,1764316342.2362,3.563,-58,-77.61,19.56
p1,1764316342.3532,3.565,-58.32,-77.81,19.44
p1,1764316342.4852,3.565,-58.54,-78.05,19.47
p1,1764316352.3137,3.556,-58.52,-77.65,19.08
p1,1764316352.3357,3.567,-57.97,-77.23,19.2
p1,1764316352.4527,3.565,-58.23,-77.5,19.21
p1,1764316352.5847,3.564,-58.42,-78.3,19.84
p1,1764316362.4132,3.561,-58.16,-78.19,19.99
p1,1764316362.4349,3.56,-58.18,-78.13,19.91
p1,1764316362.5522,3.566,-58.18,-78.27,20.04
p1,1764316362.6839,3.571,-58.09,-77.5,19.36
p1,1764316362.6842,2.599,-67.26,-79.1,11.54
p1,1764316372.5124,3.57,-58.36,-77.51,19.09
p1,1764316372.5344,3.567,-58.2,-77.99,19.75
p1,1764316372.6516,3.564,-58.21,-78.9,20.65
p1,1764316372.7834,3.563,-58.21,-77.66,19.4
G,1764316378,13.069091667,-16.747461667,24.3
C,1764316378.985,5,0
p1,1764316382.6119,3.561,-58.34,-77.74,19.35
p1,1764316382.6339,3.57,-58.66,-78.13,19.42
p1,1764316382.7511,3.553,-58.35,-78.14,19.75
p1,1764316382.8829,3.563,-58.24,-78.01,19.72
p1,1764316392.7114,3.56,-58.28,-77.94,19.61
p1,1764316392.7334,3.572,-58.32,-77.77,19.4
p1,1764316392.8506,3.555,-58.63,-77.72,19.03
p1,1764316392.9824,3.564,-58.62,-78.37,19.71
C,1764316398.985,4,0
p1,1764316402.8109,3.556,-58.07,-78.13,20.01
p1,1764316402.8329,3.56,-58.29,-77.42,19.08
p1,1764316402.9499,3.552,-58.17,-77.15,18.93
p1,1764316403.0819,3.552,-58.41,-77.53,19.07
p1,1764316412.9104,3.565,-58.38,-77.58,19.15
p1,1764316412.9321,3.57,-58.5,-77.8,19.24
p1,1764316413.0494,3.563,-58.21,-78.19,19.94
p1,1764316413.1811,3.565,-58.1,-77.49,19.34
p1,1764316423.0096,3.563,-58.21,-77.97,19.71
p1,1764316423.0316,3.563,-58.15,-78.44,20.24
p1,1764316423.1489,3.558,-58.06,-77.93,19.82
p1,1764316423.2806,3.566,-58.1,-78.18,20.03
p1,1764316433.1091,3.563,-58.12,-78.31,20.15
p1,1764316433.1311,3.561,-58.16,-78,19.79
p1,1764316433.2484,3.563,-58.08,-78.38,20.25
p1,1764316433.3801,3.566,-58.38,-78.12,19.7
G,1764316438,13.069086667,-16.747465,23.7
C,1764316438.977,5,0
p1,1764316443.2086,3.562,-58.15,-78.34,20.15
p1,1764316443.2306,3.571,-58.24,-78.06,19.78
p1,1764316443.3479,3.562,-58.1,-77.46,19.31
p1,1764316443.4796,3.563,-58.17,-77.71,19.5
p1,1764316453.3081,3.558,-58.12,-78.02,19.85
p1,1764316453.3301,3.567,-58.2,-77.75,19.51
p1,1764316453.4471,3.567,-58.21,-78.25,19.99
p1,1764316453.5791,3.567,-58.2,-77.87,19.62
C,1764316456.934,5,0
C,1764316458.987,4,0
p1,1764316463.4073,3.558,-58.57,-77.97,19.35
p1,1764316463.4293,3.562,-58.38,-78.29,19.87
p1,1764316463.5466,3.562,-58.26,-78.26,19.95
p1,1764316463.6783,3.562,-58.42,-77.45,18.98
p1,1764316473.5068,3.563,-58.02,-77.36,19.29
p1,1764316473.5288,3.569,-58.23,-78.11,19.84
p1,1764316473.6461,3.562,-58.46,-78.59,20.08
p1,1764316473.7778,3.572,-58.04,-77.49,19.4
C,1764316478.988,5,0
p1,1764316483.6063,3.563,-58.44,-77.73,19.24
p1,1764316483.6283,3.566,-58.43,-78.41,19.94
