port, timestamp,snr,signal,noise,ms
p1,1764574423.6625,4.742,-64.94,-75.1,9.721
p1,1764574423.6628,3.522,-55.62,-74.89,19.23
p1,1764574423.7946,3.519,-55.42,-74.41,18.94
G,1764574427,13.080861667,-16.76697,6.2
C,1764574428.144,4,0
p1,1764574433.6230,3.514,-58.44,-73.36,14.78
p1,1764574433.6450,3.515,-58.49,-73.9,15.28
p1,1764574433.7620,3.525,-58.31,-73.66,15.22
p1,1764574433.8938,3.516,-57.61,-73.73,16.01
p1,1764574443.7223,3.522,-58.72,-73.58,14.71
p1,1764574443.7443,3.53,-58.82,-72.9,13.91
p1,1764574443.8615,3.513,-59.03,-73.23,14.03
p1,1764574443.9933,3.521,-59.05,-73.98,14.79
C,1764574448.142,5,0
p1,1764574453.8218,3.52,-63.3,-71.11,7.021
p1,1764574453.8438,3.532,-63.48,-71.6,7.395
p1,1764574454.0928,3.528,-63.91,-71.45,6.696
C,1764574468.148,4,0
p1,1764574484.1202,3.546,-66.93,-74.56,6.812
p1,1764574484.1420,3.539,-67.02,-74.38,6.486
p1,1764574484.2593,3.498,-66.82,-74.44,6.796
p1,1764574484.3910,3.528,-67.76,-74.95,6.263
G,1764574487,13.081116667,-16.767235,6
C,1764574508.143,5,0
C,1764574528.144,4,0
p1,1764574544.7167,3.516,-65.13,-72.36,6.315
p1,1764574544.8557,3.529,-64.63,-73.52,8.284
p1,1764574544.9877,3.536,-64.32,-73.36,8.459
G,1764574547,13.081383333,-16.767275,4
C,1764574548.14,5,0
p1,1764574554.8162,3.515,-65.39,-74.28,8.281
p1,1764574554.8380,3.518,-65.75,-74.09,7.644
p1,1764574554.9552,3.518,-65.79,-74.06,7.57
p1,1764574555.0870,3.507,-65.36,-73.82,7.79
p1,1764574585.1147,3.534,-66.38,-74.18,7.005
p1,1764574585.1364,3.518,-67.27,-74.42,6.22
p1,1764574585.3854,3.523,-67.09,-74.39,6.415
C,1764574588.144,4,0
p1,1764574595.3529,3.502,-67.7,-74.84,6.216
G,1764574607,13.081585,-16.767301667,5.2
C,1764574608.134,5,0
C,1764574628.143,4,0
G,1764574667,13.0818,-16.76726,5
C,1764574668.147,5,0
C,1764574688.144,4,0
G,1764574727,13.081901667,-16.767255,5.5
C,1764574728.145,5,0
C,1764574748.137,4,0
C,1764574780.156,4,0
G,1764574787,13.08215,-16.767168333,6.5
C,1764574828.146,5,0
G,1764574847,13.082051667,-16.766805,7.4
C,1764574848.137,4,0
C,1764574888.14,5,0
G,1764574907,13.081666667,-16.766605,7.8
C,1764574908.148,4,0
C,1764574928.15,5,0
C,1764574948.148,4,0
G,1764574967,13.081366667,-16.766541667,4.1
C,1764574988.141,5,0
p1,1764574999.1912,3.515,-66.08,-75.41,8.799
p1,1764574999.2132,3.532,-65.29,-75.41,9.675
p1,1764574999.3304,3.524,-65.82,-74.8,8.392
p1,1764574999.4622,3.525,-65.49,-74.46,8.374
C,1764575008.151,4,0
p1,1764575009.2907,3.525,-61.98,-75.16,12.96
p1,1764575009.3127,3.515,-61.35,-75.17,13.63
p1,1764575009.4299,3.525,-61.86,-77.52,15.54
p1,1764575009.5617,3.523,-61.45,-77.07,15.5
p1,1764575019.3901,3.507,-63.12,-73.79,10.28
p1,1764575019.4122,3.524,-63.11,-73.47,9.938
p1,1764575019.5292,3.514,-63.44,-73.56,9.673
p1,1764575019.6612,3.521,-63.16,-74.73,11.26
G,1764575027,13.081123333,-16.76653,1.5
C,1764575028.149,5,0
p1,1764575039.5889,3.526,-65.84,-76.51,10.28
p1,1764575039.6109,3.525,-65.72,-76.02,9.873
p1,1764575039.7281,3.533,-65.08,-74.88,9.314
p1,1764575039.8599,3.512,-64.81,-75.01,9.765
p1,1764575049.6884,3.523,-57.06,-70.51,13.25
p1,1764575049.7104,3.522,-57.29,-68.84,11.23
p1,1764575049.8276,3.527,-57.15,-70.5,13.15
p1,1764575049.9594,3.521,-56.69,-72.27,15.46
p1,1764575059.7879,3.52,-63.35,-75.01,11.35
p1,1764575059.8099,3.528,-63.05,-75.44,12.13
p1,1764575059.9269,3.523,-62.14,-73.55,11.08
p1,1764575060.0589,3.539,-61.17,-72.9,11.43
C,1764575068.151,4,0
p1,1764575069.8874,3.519,-54.87,-73.36,18.43
p1,1764575069.9094,3.527,-55.08,-73.23,18.09
p1,1764575070.0264,3.518,-55.27,-71.21,15.83
p1,1764575070.1584,3.528,-55.47,-72.47,16.92
p1,1764575079.9866,3.524,-50.36,-70.7,20.3
p1,1764575080.0086,3.523,-50.12,-71.44,21.28
p1,1764575080.1259,3.521,-49.06,-70.61,21.51
p1,1764575080.2576,3.523,-48.81,-73.34,24.52
G,1764575087,13.080873333,-16.766883333,3.5
C,1764575088.142,5,0
p1,1764575090.0861,3.518,-57.68,-71.57,13.71
p1,1764575090.1081,3.526,-58.06,-71.33,13.06
p1,1764575090.2253,3.531,-57.95,-70.33,12.12
p1,1764575090.3571,3.516,-57.82,-71.2,13.18
p1,1764575100.1856,3.507,-62.97,-70.5,6.697
p1,1764575100.2078,3.533,-61.94,-70.21,7.571
p1,1764575100.3246,3.527,-61.49,-71.05,9.052
p1,1764575100.4566,3.528,-61.2,-71.16,9.498
C,1764575108.15,4,0
p1,1764575110.2851,3.524,-54.25,-71.03,16.69
p1,1764575110.3071,3.528,-54.37,-71.14,16.67
p1,1764575110.4241,3.518,-53.86,-70.37,16.42
p1,1764575110.5561,3.52,-53.52,-69.16,15.52
p1,1764575120.3846,3.525,-56.96,-72.7,15.63
p1,1764575120.4064,3.525,-56.84,-73.14,16.19
p1,1764575120.5236,3.525,-56.74,-71.41,14.51
p1,1764575120.6553,3.529,-57.46,-70.26,12.57
p1,1764575140.5833,3.521,-62.46,-74.88,12.16
p1,1764575140.6053,3.511,-62.48,-74.47,11.71
p1,1764575140.7226,3.52,-62.24,-75.63,13.18
p1,1764575140.8543,3.549,-62.83,-75.37,12.29
G,1764575147,13.080556667,-16.7673,5.2
C,1764575148.153,5,0
p1,1764575150.6828,3.505,-67.46,-75.85,7.715
p1,1764575150.7048,3.53,-68.66,-75.82,6.238
p1,1764575150.8218,3.532,-68.41,-76.81,7.721
p1,1764575150.9538,3.512,-70.22,-77.48,6.359
p1,1764575160.7823,3.512,-64.22,-76.74,12.27
p1,1764575160.8041,3.516,-65.03,-77.01,11.69
p1,1764575160.9213,3.521,-64.63,-76.76,11.85
p1,1764575161.0531,3.517,-64.78,-76.86,11.8
C,1764575168.153,4,0
G,1764575207,13.080403333,-16.767625,4.3
C,1764575208.144,5,0
C,1764575228.153,4,0
C,1764575249.006,5,0
G,1764575267,13.079936667,-16.767681667,7.4
C,1764575269.002,4,0
C,1764575309.006,5,0
G,1764575327,13.079646667,-16.767966667,6.6
C,1764575329.002,4,0
C,1764575369.005,5,0
C,1764575380.61,5,0
G,1764575387,13.079551667,-16.768656667,4.3
C,1764575389.005,4,0
C,1764575409.005,5,0
C,1764575429.005,4,0
G,1764575447,13.079418333,-16.769218333,4.6
C,1764575469.004,5,0
C,1764575489.004,4,0
G,1764575507,13.07928,-16.769835,2.9
C,1764575529.006,5,0
C,1764575549.005,4,0
G,1764575567,13.079441667,-16.770128333,5.9
C,1764575569.002,5,0
C,1764575589.007,4,0
G,1764575627,13.079445,-16.770126667,6.3
C,1764575629.005,5,0
C,1764575649.005,4,0
G,1764575687,13.079445,-16.770126667,6.1
C,1764575689.005,5,0
C,1764575709.005,4,0
C,1764575729.004,5,0
G,1764575747,13.079448333,-16.77013,6.1
C,1764575749.004,4,0
C,1764575789.004,5,0
G,1764575807,13.079451667,-16.77013,6
C,1764575809.004,4,0
C,1764575829.005,5,0
G,1764575867,13.079458333,-16.770126667,5.6
C,1764575869.006,4,0
G,1764575927,13.079451667,-16.770121667,5.7
C,1764575949.005,5,0
C,1764575969.006,4,0
C,1764575981.045,4,0
G,1764575987,13.079445,-16.770125,6
C,1764575989.004,5,0
C,1764576029.004,4,0
G,1764576047,13.079436667,-16.770125,6.6
C,1764576049.002,5,0
C,1764576069.004,4,0
G,1764576107,13.079438333,-16.770123333,7.1
C,1764576109.005,5,0
C,1764576129.004,4,0
G,1764576167,13.079436667,-16.770123333,7.4
C,1764576169.002,5,0
C,1764576189.005,4,0
C,1764576209.005,5,0
G,1764576227,13.079443333,-16.770125,7.2
C,1764576229.004,4,0
C,1764576269.004,5,0
G,1764576287,13.079435,-16.770131667,7.1
C,1764576289.002,4,0
C,1764576329.006,5,0
G,1764576347,13.079423333,-16.770146667,7.1
C,1764576349.006,4,0
C,1764576369.004,5,0
C,1764576389.004,4,0
G,1764576407,13.079438333,-16.770155,7.6
C,1764576429.005,5,0
C,1764576449.005,4,0
G,1764576467,13.079438333,-16.770155,7.8
C,1764576489.006,5,0
C,1764576509.007,4,0
G,1764576527,13.079445,-16.77014,7.7
C,1764576529.006,5,0
C,1764576549.005,4,0
C,1764576581.493,4,0
G,1764576587,13.07944,-16.770138333,7.7
C,1764576589.004,5,0
C,1764576609.004,4,0
G,1764576647,13.079433333,-16.770145,7.6
C,1764576649.005,5,0
C,1764576669.004,4,0
C,1764576689.005,5,0
G,1764576707,13.079428333,-16.770153333,7.9
C,1764576709.004,4,0
C,1764576749.005,5,0
G,1764576767,13.079431667,-16.770151667,7.7
C,1764576769.002,4,0
C,1764576809.006,5,0
G,1764576827,13.07943,-16.770151667,7.7
C,1764576829.005,4,0
C,1764576849.006,5,0
C,1764576869.004,4,0
G,1764576887,13.079416667,-16.770148333,8.1
C,1764576909.004,5,0
C,1764576929.006,4,0
G,1764576947,13.079416667,-16.770146667,8.5
C,1764576969.005,5,0
C,1764576989.002,4,0
G,1764577007,13.079418333,-16.770151667,8.8
C,1764577009.004,5,0
C,1764577029.005,4,0
G,1764577067,13.079426667,-16.770145,8.8
C,1764577068.163,5,0
C,1764577088.174,4,0
G,1764577127,13.07942,-16.77014,8.5
C,1764577128.169,5,0
C,1764577148.173,4,0
C,1764577168.171,5,0
