port, timestamp,snr,signal,noise,ms
C,1764096128.005,4,0
p1,1764096128.5652,3.492,-24.18,-56.58,32.4
p1,1764096128.5871,3.495,-24.15,-59.52,35.36
p1,1764096128.7044,3.494,-24.51,-62.41,37.9
p1,1764096128.8362,3.493,-24.74,-59.72,34.98
p1,1764096138.6646,3.493,-29.04,-67.36,38.32
p1,1764096138.6867,3.496,-29.05,-66.36,37.31
p1,1764096138.8039,3.495,-29.34,-59.47,30.12
p1,1764096138.9356,3.494,-29.89,-66.99,37.1
G,1764096147,13.092093333,-16.763561667,21.5
p1,1764096148.7641,3.494,-27.55,-60.34,32.79
p1,1764096148.7861,3.496,-27.59,-57.96,30.37
p1,1764096148.9031,3.493,-27.62,-59.06,31.44
p1,1764096149.0351,3.495,-27.67,-58.06,30.39
p1,1764096158.8634,3.492,-21.67,-49.92,28.24
p1,1764096158.8854,3.495,-21.74,-53,31.26
p1,1764096159.0026,3.494,-23.02,-62.86,39.84
p1,1764096159.1344,3.493,-24.06,-54.22,30.16
p1,1764096168.9629,3.493,-24.21,-60.26,36.05
p1,1764096168.9849,3.496,-24.61,-64.32,39.71
p1,1764096169.1021,3.496,-26.82,-61.47,34.65
p1,1764096169.2339,3.494,-24,-62.69,38.68
p1,1764096179.0624,3.494,-18.2,-56.46,38.26
p1,1764096179.0844,3.497,-18,-53.14,35.14
p1,1764096179.2014,3.493,-17.7,-45.63,27.92
p1,1764096179.3334,3.495,-16.67,-52.05,35.38
p1,1764096189.1619,3.495,-25,-55.1,30.1
p1,1764096189.1836,3.495,-24.73,-52.86,28.12
p1,1764096189.3009,3.494,-21.08,-56.14,35.05
p1,1764096189.4329,3.495,-17.23,-45.39,28.15
p1,1764096199.2611,3.493,-20.95,-53.18,32.22
p1,1764096199.2831,3.496,-20.18,-55.25,35.07
p1,1764096199.4004,3.494,-19.55,-58.41,38.86
p1,1764096199.5321,3.493,-22.14,-57.01,34.86
G,1764096207,13.092078333,-16.763631667,21.6
C,1764096208.005,5,0
p1,1764096209.3606,3.491,-17.93,-57.91,39.98
p1,1764096209.3826,3.493,-17.96,-56.88,38.92
p1,1764096209.4999,3.493,-17.93,-48.2,30.26
p1,1764096209.6316,3.492,-18.04,-58.13,40.09
p1,1764096211.1799,-5.674,-57.62,-72.79,15.03
p1,1764096213.1066,2.249,-63.1,-73.18,9.634
p1,1764096213.1079,-6.245,-63.07,-74.27,10.86
p1,1764096213.4608,3.977,-56.19,-72.55,16.26
p1,1764096213.4626,-4.474,-56.16,-73.07,16.82
p1,1764096213.5781,-3.844,-63.83,-73.2,8.842
p1,1764096213.5786,2.707,-61.48,-73.07,11.28
p1,1764096214.0618,-3.922,-55.35,-72.49,17.05
p1,1764096214.3946,6.727,-54.36,-72.58,18.15
p1,1764096214.6968,4.289,-48.61,-68.19,19.52
p1,1764096214.6971,-4.3,-47.11,-69.74,22.6
p1,1764096214.8339,5.016,-53.16,-72.42,19.21
p1,1764096214.8341,5.073,-53.01,-72.27,19.21
C,1764096218.843,5,0
p1,1764096219.4601,3.489,-21.81,-55.38,33.56
p1,1764096219.4821,3.492,-21.85,-52.25,30.39
p1,1764096219.5991,3.488,-21.77,-51.84,30.06
p1,1764096219.7311,3.49,-22.17,-52.96,30.79
C,1764096228.004,4,0
p1,1764096229.5594,3.486,-23.61,-52.08,28.46
p1,1764096229.5813,3.489,-23.54,-53.74,30.19
p1,1764096229.6986,3.489,-23.27,-62.16,38.89
p1,1764096229.8303,3.487,-23.4,-53.79,30.39
p1,1764096234.3441,1.818,-63.9,-72.72,8.215
p1,1764096238.5306,1.844,-56.66,-72.49,15.72
p1,1764096238.5308,7.087,-56.65,-72.95,16.2
p1,1764096238.6176,-5.899,-60.67,-73.6,12.71
p1,1764096238.6179,-3.444,-60.93,-72.89,11.68
p1,1764096239.6589,3.486,-22.15,-57.15,35
p1,1764096239.6808,3.489,-22.11,-61.54,39.43
p1,1764096239.7981,3.488,-22.21,-57.52,35.31
p1,1764096239.9299,3.487,-22.13,-59.74,37.61
p1,1764096249.7583,3.486,-21.86,-59.37,37.52
p1,1764096249.7803,3.488,-21.85,-57.14,35.29
p1,1764096249.8973,3.485,-25.27,-48.01,22.72
p1,1764096249.8976,3.488,-21.88,-49.12,27.24
p1,1764096250.0293,3.487,-21.94,-57.13,35.19
p1,1764096259.8578,3.484,-23.87,-54.29,30.42
p1,1764096259.8796,3.484,-23.87,-51.1,27.22
p1,1764096259.8798,3.487,-27.27,-49.24,21.95
p1,1764096259.9968,3.485,-23.26,-58.51,35.26
p1,1764096260.1288,3.487,-23.76,-52.09,28.32
G,1764096267,13.09244,-16.7642,18.5
p1,1764096269.9571,3.483,-27.8,-59.07,31.27
p1,1764096269.9791,3.486,-27.81,-62.66,34.85
p1,1764096270.0963,3.486,-28.4,-66.86,38.46
p1,1764096270.2281,3.485,-28.73,-62.59,33.86
p1,1764096280.0566,3.483,-28.76,-67.75,38.99
p1,1764096280.0786,3.486,-28.24,-66.65,38.41
p1,1764096280.1958,3.485,-27.22,-57.28,30.06
p1,1764096280.3276,3.485,-27.92,-67.17,39.26
p1,1764096282.0991,-2.958,-50.23,-60.67,10.03
p1,1764096290.1561,3.484,-28.3,-62.65,34.35
p1,1764096290.1781,3.487,-28.37,-58.47,30.1
p1,1764096290.2951,3.484,-28.24,-58.28,30.04
p1,1764096290.4271,3.487,-28.21,-59.84,31.64
p1,1764096291.2761,-5.849,-57.59,-73.94,16.25
p1,1764096291.2763,1.884,-56.19,-74.36,18.1
p1,1764096294.5188,-4.593,-52.9,-74.28,21.34
p1,1764096294.5191,-3.485,-51.9,-73.64,21.71
p1,1764096294.5986,-5.632,-66.11,-74.6,7.826
p1,1764096300.2553,3.483,-27.86,-56.07,28.2
p1,1764096300.2773,3.485,-28.02,-58.12,30.09
p1,1764096300.3946,3.485,-28.88,-66.06,37.18
p1,1764096300.5263,3.484,-28.66,-59.01,30.35
p1,1764096310.3548,3.484,-26.61,-61.27,34.66
p1,1764096310.3768,3.487,-26.43,-63.81,37.37
p1,1764096310.4940,3.487,-26.66,-61.64,34.98
p1,1764096310.6258,3.486,-26.82,-64.06,37.24
p1,1764096311.1118,-4.068,-63.87,-73.44,9.062
p1,1764096311.1121,7.842,-62.16,-74.1,11.64
p1,1764096312.6098,-3.908,-56.49,-70.97,14.33
p1,1764096313.1063,-7.518,-59.83,-73.88,13.87
p1,1764096315.1923,7.975,-64.92,-75.25,9.907
p1,1764096320.4543,3.485,-27.07,-65.53,38.46
p1,1764096320.4763,3.489,-27.05,-62.06,35.01
p1,1764096320.5935,3.487,-27.12,-55.43,28.3
p1,1764096320.7253,3.487,-27.06,-62.18,35.12
G,1764096327,13.090553333,-16.765038333,22.4
p1,1764096330.5538,3.486,-26.22,-56.58,30.36
p1,1764096330.5758,3.488,-26.23,-54.63,28.4
p1,1764096330.6928,3.485,-25.82,-59.35,33.53
p1,1764096330.8248,3.486,-26.27,-54.73,28.46
p1,1764096340.6531,3.482,-27.71,-57.82,30.11
p1,1764096340.6750,3.486,-27.61,-60.87,33.26
p1,1764096340.7923,3.485,-27.75,-67.37,39.62
p1,1764096340.9241,3.484,-28.26,-60.88,32.63
p1,1764096350.7525,3.482,-25.94,-63.81,37.87
p1,1764096350.7745,3.485,-26.26,-65.62,39.36
p1,1764096350.8918,3.485,-26.42,-58.91,32.49
p1,1764096351.0235,3.484,-26.29,-65.31,39.02
p1,1764096360.8520,3.482,-26.35,-61.35,35
p1,1764096360.8740,3.485,-25.93,-58.5,32.56
p1,1764096360.9910,3.481,-25.92,-55.61,29.68
p1,1764096361.1230,3.484,-26.5,-58.92,32.42
p1,1764096370.9516,3.483,-24.2,-52.64,28.43
p1,1764096370.9733,3.482,-24.08,-53.61,29.53
p1,1764096371.0905,3.482,-23.72,-61.34,37.62
p1,1764096371.2223,3.48,-23.84,-52.19,28.34
p1,1764096381.0508,3.48,-21.83,-55.47,33.63
p1,1764096381.0728,3.483,-21.86,-59.78,37.92
p1,1764096381.1900,3.482,-21.88,-59.22,37.33
p1,1764096381.3218,3.482,-22.3,-59.05,36.75
G,1764096387,13.087355,-16.766251667,19.7
p1,1764096391.1503,3.481,-24.73,-64.14,39.41
p1,1764096391.1723,3.483,-24.66,-62.04,37.38
p1,1764096391.2895,3.482,-24.73,-52.93,28.19
p1,1764096391.4213,3.482,-25.75,-63.11,37.36
p1,1764096401.2498,3.48,-24.27,-56.82,32.55
p1,1764096401.2718,3.483,-24.19,-52.48,28.29
p1,1764096401.3888,3.48,-23.78,-56.3,32.52
p1,1764096401.5208,3.481,-23.7,-53.82,30.12
p1,1764096411.3490,3.477,-21.5,-51.06,29.56
p1,1764096411.3710,3.478,-21.37,-53.8,32.42
p1,1764096411.4883,3.479,-21.05,-60.55,39.5
p1,1764096411.6200,3.48,-21.47,-53.4,31.93
p1,1764096421.4485,3.477,-27.45,-64.71,37.25
p1,1764096421.4705,3.48,-27.19,-66.07,38.88
p1,1764096421.5878,3.48,-26.64,-59.07,32.43
p1,1764096421.7195,3.478,-27.32,-66.39,39.07
C,1764096428.005,5,0
p1,1764096431.5480,3.478,-26.26,-63.09,36.82
p1,1764096431.5700,3.481,-26.24,-58.64,32.39
p1,1764096431.6870,3.476,-26.2,-54.34,28.13
p1,1764096431.8190,3.479,-25.75,-59.95,34.2
p1,1764096441.6475,3.479,-25.02,-53.07,28.04
p1,1764096441.6692,3.477,-24.68,-52.97,28.29
p1,1764096441.7865,3.477,-24.62,-59.86,35.24
p1,1764096441.9182,3.476,-24.53,-52.87,28.33
G,1764096447,13.084335,-16.766951667,21.9
C,1764096448.005,4,0
p1,1764096451.7467,3.476,-24.7,-57,32.3
p1,1764096451.7687,3.479,-24.66,-59.96,35.3
p1,1764096451.8860,3.478,-24.44,-62.19,37.75
p1,1764096452.0178,3.477,-24.28,-59.14,34.86
p1,1764096461.8462,3.476,-24.55,-63.82,39.27
p1,1764096461.8683,3.48,-24.41,-62.04,37.63
p1,1764096461.9855,3.478,-24.92,-55.31,30.38
p1,1764096462.1172,3.478,-24.88,-62.9,38.02
p1,1764096471.9457,3.476,-24.59,-57.02,32.43
p1,1764096471.9677,3.48,-24.55,-54.8,30.25
p1,1764096472.0847,3.475,-25.1,-55.86,30.76
p1,1764096472.2167,3.477,-25.08,-55.32,30.24
p1,1764096482.0450,3.474,-21.43,-49.64,28.2
p1,1764096482.0670,3.477,-21.49,-52.23,30.74
p1,1764096482.1842,3.476,-22.17,-61.98,39.81
p1,1764096482.3160,3.474,-23.2,-53.39,30.19
p1,1764096492.1445,3.474,-22.09,-57.34,35.24
p1,1764096492.1665,3.478,-22.43,-62.47,40.04
p1,1764096492.2837,3.477,-23.13,-58.16,35.03
p1,1764096492.4155,3.476,-22.23,-60.34,38.11
p1,1764096502.2440,3.475,-21.7,-59.52,37.82
p1,1764096502.2660,3.478,-21.76,-57.02,35.26
p1,1764096502.3830,3.473,-21.87,-49.25,27.37
p1,1764096502.5150,3.476,-21.69,-56.89,35.19
G,1764096507,13.081476667,-16.769078333,16.6
p1,1764096512.3434,3.475,-21.15,-51.48,30.33
p1,1764096512.3652,3.474,-21.35,-48.55,27.2
p1,1764096512.3654,4.637,-31.69,-51.29,19.55
p1,1764096512.4825,3.474,-21.13,-56.34,35.2
p1,1764096512.6145,3.476,-20.74,-49.08,28.34
p1,1764096522.4427,3.472,-21.83,-52.58,30.75
p1,1764096522.4647,3.475,-21.91,-57.18,35.27
p1,1764096522.5819,3.475,-21.98,-61.63,39.64
p1,1764096522.7137,3.473,-21.87,-55.33,33.45
C,1764096528.007,5,0
p1,1764096531.8272,2.247,-49.04,-72.91,23.85
p1,1764096532.5422,3.473,-22.06,-62.05,39.98
p1,1764096532.5642,3.476,-22.06,-61.82,39.75
p1,1764096532.6815,3.475,-21.77,-51.99,30.22
p1,1764096532.7649,2.734,-58.25,-73.31,14.92
p1,1764096532.7652,6.366,-55.83,-73.2,17.28
p1,1764096532.8132,3.474,-21.23,-61.38,40.15
p1,1764096532.8527,-5.04,-64.9,-73.11,7.494
p1,1764096532.8530,-4.947,-65.63,-73.37,6.934
p1,1764096542.6417,3.473,-22.3,-57.47,35.17
p1,1764096542.6637,3.476,-22.44,-52.8,30.36
p1,1764096542.7807,3.472,-23.05,-53.3,30.25
p1,1764096542.9127,3.475,-22.86,-55.37,32.51
C,1764096548.005,4,0
p1,1764096552.7409,3.469,-24.91,-47.83,22.9
p1,1764096552.7412,3.473,-21.71,-49.03,27.32
p1,1764096552.7629,3.473,-21.54,-51.9,30.36
p1,1764096552.8802,3.473,-20.96,-58.56,37.6
p1,1764096553.0119,3.471,-21.42,-50.19,28.76
p1,1764096560.4764,4.032,-53.45,-73.47,19.97
p1,1764096560.4767,3.995,-53.49,-72.72,19.17
p1,1764096562.7114,5.793,-59.3,-72.99,13.5
p1,1764096562.7119,-5.838,-58.08,-73.95,15.76
p1,1764096562.7719,5.5,-60.68,-73.56,12.64
p1,1764096562.7724,-1.726,-60.3,-73.12,12.59
p1,1764096562.8404,3.471,-21.29,-56.33,35.03
p1,1764096562.8625,3.474,-21.29,-58.9,37.61
p1,1764096562.9797,3.473,-21.24,-56.69,35.45
p1,1764096563.1114,3.473,-20.89,-58.87,37.98
G,1764096567,13.078758333,-16.770883333,15.3
p1,1764096572.9399,3.471,-26.52,-66.26,39.74
p1,1764096572.9619,3.474,-26.14,-62.12,35.97
p1,1764096573.0792,3.474,-26.37,-54.6,28.23
p1,1764096573.2109,3.472,-30.34,-67.11,36.77
p1,1764096583.0394,3.472,-28.06,-59.83,31.77
p1,1764096583.0614,3.475,-28.05,-56.16,28.11
p1,1764096583.1784,3.471,-28.18,-60.33,32.15
p1,1764096583.3104,3.474,-28.25,-57.77,29.51
C,1764096588.005,5,0
p1,1764096591.1214,-3.456,-60.78,-73,11.95
p1,1764096591.1222,-7.582,-60.44,-73.66,13
p1,1764096591.1479,1.887,-65.38,-72.57,6.276
p1,1764096593.1387,3.469,-27,-56.48,29.48
p1,1764096593.1607,3.473,-27.12,-59.6,32.48
p1,1764096593.2779,3.472,-27.9,-66.62,38.72
p1,1764096593.4097,3.471,-28.55,-60.42,31.87
p1,1764096603.2381,3.469,-23.94,-61.72,37.78
p1,1764096603.2602,3.472,-23.91,-63.38,39.47
p1,1764096603.3774,3.472,-23.62,-55.89,32.27
p1,1764096603.5092,3.471,-23.54,-63.3,39.76
C,1764096608.005,4,0
p1,1764096610.8347,-2.697,-64.88,-76.19,10.97
p1,1764096611.2832,1.881,-68.28,-75.28,6.039
p1,1764096611.3722,1.961,-65.51,-74.3,8.168
p1,1764096611.6874,-7.572,-52.49,-76.74,24.23
p1,1764096611.6877,5.6,-55.34,-76.07,20.69
p1,1764096613.3377,3.47,-27.36,-64.8,37.44
p1,1764096613.3597,3.474,-27.3,-59.73,32.43
p1,1764096613.4767,3.469,-26.84,-55.15,28.3
p1,1764096613.6087,3.472,-26.22,-61.08,34.86
p1,1764096613.8667,-3.5,-67.6,-74.63,6.073
p1,1764096613.8684,-5.099,-67.34,-76.48,8.58
p1,1764096614.0294,4.335,-66.24,-73.87,6.798
p1,1764096614.0312,-5.507,-64.32,-74.93,10.22
p1,1764096614.5557,1.939,-67.9,-74.95,6.096
p1,1764096614.5572,4.389,-68.89,-76.7,7.021
p1,1764096615.2482,6.672,-39.48,-48.22,8.118
p1,1764096615.2484,-4.749,-39.54,-47.62,7.352
p1,1764096615.2504,-1.724,-38.6,-47.39,8.174
p1,1764096615.2949,-5.937,-53.76,-77.04,23.26
p1,1764096615.2954,-5.104,-54.14,-74.8,20.62
p1,1764096618.7302,1.934,-61.29,-70.01,8.097
p1,1764096618.7329,7.829,-63.05,-70.54,6.636
p1,1764096618.7672,4.258,-65.35,-73.78,7.747
p1,1764096618.7677,4.243,-66.26,-74.73,7.806
p1,1764096618.8654,-6.69,-61.98,-72.07,9.643
p1,1764096621.6932,5.864,-62.11,-71.63,9.002
p1,1764096621.7529,7.93,-67.07,-74.64,6.73
p1,1764096623.4371,3.472,-19.03,-47.62,28.59
p1,1764096623.4589,3.472,-19.03,-47.46,28.42
p1,1764096623.5762,3.471,-18.9,-53.92,35.02
p1,1764096623.7079,3.47,-19.24,-46.73,27.48
p1,1764096625.2924,5.218,-70,-77.93,7.164
G,1764096627,13.079648333,-16.770146667,17.5
C,1764096628.003,5,0
p1,1764096633.5364,3.47,-26.78,-59.27,32.49
p1,1764096633.5584,3.473,-26.73,-61.29,34.56
p1,1764096633.6756,3.473,-26.83,-64.3,37.47
p1,1764096633.8074,3.472,-26.16,-61.26,35.1
p1,1764096637.3297,-6.069,-64.76,-79.36,14.44
p1,1764096643.6359,3.471,-32.26,-69.34,37.07
p1,1764096643.6579,3.475,-32.49,-68.14,35.65
p1,1764096643.7752,3.474,-31.39,-61.38,29.99
p1,1764096643.9069,3.473,-30.81,-69.35,38.55
C,1764096648.005,4,0
p1,1764096653.7354,3.473,-20.23,-53.89,33.66
p1,1764096653.7574,3.475,-19.9,-50.25,30.34
p1,1764096653.8744,3.471,-17.96,-48.09,30.12
p1,1764096654.0064,3.474,-15.94,-46.74,30.8
p1,1764096663.8347,3.475,-16.77,-45.17,28.39
p1,1764096663.8567,3.477,-16.81,-47,30.19
p1,1764096663.9739,3.491,-13.39,-51.52,38.13
p1,1764096664.1056,3.495,-18.63,-49.12,30.48
p1,1764096673.9341,3.497,-13.66,-48.72,35.05
p1,1764096673.9561,3.502,-13.3,-51.24,37.93
p1,1764096674.0734,3.5,-14.49,-49.8,35.3
p1,1764096674.2051,3.503,-15.57,-53.32,37.75
p1,1764096683.5074,-5.908,-62.81,-71.78,8.384
p1,1764096683.5094,2.71,-62.01,-71.46,8.928
p1,1764096684.0336,3.487,-27.58,-65.64,38.07
p1,1764096684.0556,3.49,-27.36,-62.41,35.05
p1,1764096684.1729,3.491,-26.53,-54.92,28.38
p1,1764096684.3046,3.491,-26.5,-62.17,35.66
G,1764096687,13.07963,-16.770125,18
C,1764096688.005,5,0
p1,1764096694.1331,3.474,-45.64,-70.06,24.4
p1,1764096694.1551,3.475,-44.25,-68.75,24.48
p1,1764096694.2721,3.471,-34.59,-66,31.4
p1,1764096694.4041,3.472,-31.1,-59.17,28.07
p1,1764096704.2324,3.467,-26.94,-56.97,30.02
p1,1764096704.2544,3.471,-26.61,-58.67,32.07
p1,1764096704.3716,3.471,-25.67,-64.3,38.63
p1,1764096704.5034,3.469,-25.44,-57.89,32.45
C,1764096708.005,4,0
p1,1764096714.3319,3.471,-24.03,-61.59,37.56
p1,1764096714.3539,3.474,-23.84,-63.29,39.45
p1,1764096714.4711,3.473,-23.05,-55.72,32.67
p1,1764096714.6029,3.472,-22.53,-62.34,39.81
p1,1764096724.4314,3.481,-15.27,-50.48,35.21
p1,1764096724.4534,3.484,-15.39,-48.12,32.72
p1,1764096724.5704,3.48,-15.27,-43.45,28.17
p1,1764096724.7024,3.478,-15.6,-48.02,32.41
p1,1764096734.5309,3.471,-15.18,-43.56,28.37
p1,1764096734.5526,3.471,-15.06,-43.25,28.18
p1,1764096734.6699,3.472,-14.28,-50.48,36.2
p1,1764096734.8016,3.473,-12.49,-41.26,28.77
p1,1764096744.6301,3.503,-18.25,-50.73,32.48
p1,1764096744.6521,3.51,-17.69,-53.94,36.24
p1,1764096744.7694,3.492,-20.59,-58.52,37.92
p1,1764096744.9011,3.483,-14.59,-49.66,35.07
G,1764096747,13.079645,-16.770136667,18.7
C,1764096748.005,5,0
p1,1764096754.7296,3.464,-12.75,-52.24,39.48
p1,1764096754.7516,3.467,-11.89,-49.96,38.07
p1,1764096754.8688,3.466,-12.16,-42.41,30.25
p1,1764096755.0006,3.465,-11.36,-49.42,38.06
p1,1764096764.8291,3.473,-24.56,-56.85,32.28
p1,1764096764.8511,3.477,-25.06,-55.29,30.23
p1,1764096764.9681,3.477,-20.03,-50.66,30.63
p1,1764096765.1001,3.477,-18.22,-48.48,30.26
C,1764096768.005,4,0
p1,1764096774.9283,3.518,-2.295,-30.52,28.22
p1,1764096774.9504,3.52,-2.253,-37.01,34.75
p1,1764096775.0676,3.518,-2.193,-41.05,38.86
p1,1764096775.1993,3.518,-2.265,-31.38,29.11
p1,1764096785.0278,3.518,-2.234,-38.54,36.31
p1,1764096785.0498,3.521,-2.2,-42.76,40.56
p1,1764096785.1671,3.518,-2.24,-38.13,35.88
p1,1764096785.2988,3.519,-2.242,-42.82,40.58
C,1764096788.005,5,0
p1,1764096795.1274,3.455,-2.364,-39.12,36.75
p1,1764096795.1493,3.457,-2.389,-37.12,34.73
p1,1764096795.2663,3.449,-2.484,-32.29,29.8
p1,1764096795.2666,-4.634,-13.06,-32.66,19.56
p1,1764096795.3983,3.488,-2.283,-37.65,35.36
p1,1764096797.1378,5.152,-52.35,-74.85,22.47
p1,1764096797.9538,4.286,-64.94,-75.34,9.981
p1,1764096797.9548,-5.895,-64.83,-76.36,11.21
