port, timestamp,snr,signal,noise,ms
p1,1764415956.7755,3.402,-48.56,-76.28,27.71
p1,1764415966.6040,3.406,-48.94,-75.17,26.22
p1,1764415966.6258,3.404,-48.99,-75.11,26.11
p1,1764415966.7430,3.399,-48.95,-79.13,30.18
p1,1764415966.8747,3.396,-48.77,-74.75,25.98
p1,1764415976.7033,3.393,-50.4,-77.28,26.87
p1,1764415976.7253,3.402,-50.27,-78.15,27.88
p1,1764415976.8425,3.397,-50.52,-78.92,28.39
p1,1764415976.9743,3.401,-50.53,-78.8,28.27
p1,1764415986.8027,3.394,-48.45,-78.18,29.72
p1,1764415986.8247,3.403,-48.35,-78.81,30.46
p1,1764415986.9420,3.401,-48.2,-77.97,29.77
p1,1764415987.0737,3.397,-49.42,-78.98,29.56
p1,1764415996.9022,3.404,-49.58,-79.2,29.61
p1,1764415996.9242,3.41,-49.35,-78.83,29.47
p1,1764415997.0415,3.406,-48.39,-75.77,27.37
p1,1764415997.1732,3.405,-49.16,-79.69,30.52
C,1764416003.238,4,0
p1,1764416007.0017,3.417,-51.22,-79.29,28.06
p1,1764416007.0237,3.423,-52.56,-78.37,25.79
p1,1764416007.1407,3.416,-58.86,-78.44,19.53
p1,1764416007.1410,-4.632,-69.67,-81.29,11.31
p1,1764416007.2727,3.415,-64.18,-80.14,15.85
G,1764416015,13.079968333,-16.769896667,22.6
p1,1764416017.1012,3.413,-67.01,-79.88,12.64
p1,1764416017.1232,3.424,-66.51,-79.96,13.24
p1,1764416017.2402,3.423,-64.78,-79.86,14.94
p1,1764416017.3722,3.424,-60.13,-78.96,18.77
p1,1764416027.2007,3.421,-67.57,-80.25,12.44
p1,1764416027.2225,3.418,-64.69,-79.58,14.75
p1,1764416027.3397,3.453,-59.59,-79.19,19.55
p1,1764416027.4715,3.455,-56.27,-79.07,22.78
p1,1764416037.3000,3.45,-55.25,-79.61,24.34
p1,1764416037.3220,3.443,-55.97,-79.24,23.25
p1,1764416037.4392,3.446,-65.23,-79.75,14.36
p1,1764416037.5710,3.446,-65.63,-79.35,13.53
p1,1764416047.3995,3.459,-64.7,-79.98,15.15
p1,1764416047.4215,3.439,-66.83,-79.73,12.67
p1,1764416047.5387,3.456,-62.32,-80.3,17.91
p1,1764416047.6705,3.463,-56.76,-79.77,22.98
p1,1764416054.3902,-4.305,-72.68,-81.65,8.377
p1,1764416054.3914,4.143,-72.22,-80.14,7.152
p1,1764416057.4990,3.47,-54.52,-79.43,24.9
p1,1764416057.5209,3.473,-56.05,-79.79,23.72
p1,1764416057.6382,3.448,-62.98,-79.51,16.44
p1,1764416057.7700,3.457,-69.47,-79.95,10.06
p1,1764416062.7077,3.871,-70.74,-79.98,8.688
p1,1764416062.7095,-4.743,-71.3,-81.83,10.13
p1,1764416067.5984,3.42,-65.47,-79.8,14.16
p1,1764416067.6205,3.434,-65.78,-79.66,13.69
p1,1764416067.7375,3.424,-66.02,-79.43,13.21
p1,1764416067.8694,3.416,-62.62,-79.57,16.86
