port, timestamp,snr,signal,noise,ms
p1,1764154012.6026,3.443,-33.54,-67.9,34.36
p1,1764154012.7345,3.446,-33.54,-60.5,26.95
p1,1764154022.5628,3.447,-33.41,-63.41,30
p1,1764154022.5848,3.45,-33.33,-66.57,33.24
p1,1764154022.7021,3.45,-33.33,-72.34,39
G,1764154022,13.079468333,-16.768543333,11.6
p1,1764154022.8338,3.449,-33.37,-65.37,32.01
C,1764154023.004,4,0
p1,1764154032.6623,3.452,-35.94,-72.62,36.68
p1,1764154032.6843,3.456,-35.92,-73.8,37.87
p1,1764154032.8015,3.455,-36.02,-67.88,31.85
p1,1764154032.9333,3.454,-36,-74.3,38.29
p1,1764154042.7618,3.456,-38.59,-73.88,35.28
p1,1764154042.7838,3.459,-38.63,-72.44,33.81
p1,1764154042.9010,3.459,-38.88,-65.88,27
p1,1764154043.0328,3.459,-38.68,-71.89,33.21
p1,1764154052.8613,3.461,-37.18,-67.73,30.55
p1,1764154052.8830,3.461,-40.25,-52.9,12.41
p1,1764154052.8833,3.465,-37.23,-65.35,28.12
p1,1764154053.0003,3.461,-37.17,-69.02,31.85
p1,1764154053.1323,3.463,-37.21,-65.52,28.31
C,1764154063.005,5,0
p1,1764154062.9605,3.459,-49.97,-75.27,25.29
p1,1764154062.9825,3.465,-50.46,-77.31,26.84
p1,1764154063.0998,3.465,-52.59,-77.87,25.27
p1,1764154063.2315,3.461,-50.6,-75.8,25.18
p1,1764154073.0600,3.464,-47.88,-75.54,27.66
p1,1764154073.0820,3.466,-48.3,-76.09,27.79
p1,1764154073.1993,3.464,-49.13,-76.82,27.68
p1,1764154073.3310,3.465,-49.19,-76.57,27.37
G,1764154082,13.079515,-16.768315,12
C,1764154083.005,4,0
p1,1764154083.1595,3.463,-51.1,-77.01,25.9
p1,1764154083.1815,3.465,-51.31,-76.43,25.1
p1,1764154083.2988,3.467,-50.88,-74.7,23.8
p1,1764154083.4305,3.467,-50.33,-77.42,27.08
p1,1764154093.2590,3.468,-54.04,-77.39,23.33
p1,1764154093.2810,3.466,-53.83,-76.85,23
p1,1764154093.3980,3.464,-53.64,-77.85,24.19
p1,1764154093.5300,3.468,-53.54,-77.86,24.31
C,1764154103.006,5,0
p1,1764154103.3583,3.461,-51.59,-75.2,23.59
p1,1764154103.3802,3.466,-51.57,-76.88,25.3
p1,1764154103.4975,3.461,-52.18,-77.56,25.37
p1,1764154103.6292,3.461,-52.33,-76.66,24.31
p1,1764154113.4577,3.454,-55.37,-78.81,23.42
p1,1764154113.4797,3.46,-55.63,-79.11,23.46
p1,1764154113.5970,3.459,-56.63,-78.56,21.91
p1,1764154113.7287,3.462,-57.65,-78.42,20.73
C,1764154123.004,4,0
p1,1764154123.5572,3.463,-59.91,-78.77,18.81
p1,1764154123.5792,3.472,-60.02,-78.44,18.36
p1,1764154123.6965,3.458,-59.82,-78.1,18.22
p1,1764154123.8282,3.46,-59.79,-78.78,18.94
p1,1764154133.6567,3.461,-58.58,-77.12,18.48
p1,1764154133.6787,3.462,-58.73,-76.88,18.09
p1,1764154133.7957,3.461,-57.34,-76.42,19.03
p1,1764154133.9277,3.457,-57.03,-78,20.94
G,1764154142,13.079571667,-16.767996667,12.2
p1,1764154143.7562,3.467,-59.34,-76.87,17.46
p1,1764154143.7780,3.47,-59.66,-76.65,16.9
p1,1764154143.8952,3.459,-59.48,-78.54,19
p1,1764154144.0270,3.467,-59.86,-78.65,18.73
p1,1764154144.0272,4.637,-69.89,-79.53,9.137
p1,1764154153.8555,3.46,-60.3,-78.12,17.75
p1,1764154153.8775,3.463,-60.26,-77.89,17.55
p1,1764154153.9947,3.465,-60.33,-76.95,16.52
p1,1764154154.1265,3.47,-60.5,-76.26,15.64
C,1764154163.005,5,0
p1,1764154163.9550,3.455,-63.37,-78.27,14.76
p1,1764154163.9770,3.459,-63.88,-78.42,14.39
p1,1764154164.0942,3.471,-64.67,-78.58,13.72
p1,1764154164.2260,3.452,-64.6,-78.46,13.68
p1,1764154174.0545,3.468,-69.38,-79.43,9.599
p1,1764154174.0765,3.473,-69.01,-79.01,9.539
p1,1764154174.1934,3.455,-69.23,-79.43,9.764
p1,1764154174.3255,3.45,-67.92,-79.08,10.81
C,1764154182.867,4,0
p1,1764154184.1539,3.455,-63.56,-78.91,15.23
p1,1764154184.1759,3.465,-63.92,-78.87,14.81
p1,1764154184.2929,3.469,-64.3,-78.4,13.93
p1,1764154184.4247,3.459,-64.03,-78.12,13.92
p1,1764154194.2532,3.468,-62.4,-78.72,16.22
p1,1764154194.2752,3.461,-62.81,-78.57,15.65
p1,1764154194.3924,3.448,-62.32,-78.57,16.14
p1,1764154194.5242,3.461,-62.55,-78.26,15.59
G,1764154202,13.079598333,-16.767716667,11
p1,1764154204.3527,3.457,-62.2,-76,13.61
p1,1764154204.3747,3.462,-61.86,-76.3,14.28
p1,1764154204.4919,3.468,-64.5,-78.35,13.66
p1,1764154204.6237,3.463,-65.72,-77.45,11.43
p1,1764154214.4522,3.451,-68.11,-77.31,8.636
p1,1764154214.4742,3.457,-68.04,-77.13,8.518
p1,1764154214.7232,3.435,-70.34,-78.16,7.037
C,1764154222.867,5,0
p1,1764154224.5517,3.439,-71.14,-78.91,6.969
p1,1764154224.5734,3.454,-70.8,-78.54,6.937
p1,1764154224.6907,3.469,-70.95,-78.01,6.104
p1,1764154234.6732,3.47,-69.71,-77.23,6.665
p1,1764154234.7902,3.453,-69.89,-77.52,6.802
C,1764154242.868,4,0
G,1764154262,13.07964,-16.7673,12.7
C,1764154300.287,4,0
G,1764154322,13.07964,-16.766896667,11.1
C,1764154322.871,5,0
C,1764154342.873,4,0
p1,1764154376.0431,3.454,-69.74,-78.34,7.954
p1,1764154376.0651,3.473,-69.71,-78.02,7.616
p1,1764154376.1823,3.473,-69.26,-78.94,9.187
p1,1764154376.3141,3.479,-68.9,-78.86,9.493
G,1764154382,13.079715,-16.76691,9.7
C,1764154382.864,5,0
p1,1764154386.1426,3.454,-71.08,-79.34,7.551
p1,1764154386.1646,3.479,-71.25,-78.75,6.648
p1,1764154386.2816,3.483,-70.56,-78.02,6.602
p1,1764154386.4136,3.477,-71.29,-78.4,6.174
C,1764154402.873,4,0
G,1764154442,13.079615,-16.766886667,10.1
p1,1764154487.2760,3.441,-70.79,-78.85,7.326
p1,1764154497.2363,3.479,-70.55,-77.8,6.346
p1,1764154497.2583,3.437,-70.2,-77.59,6.515
p1,1764154497.3755,3.459,-70.64,-77.66,6.052
G,1764154502,13.079706667,-16.767213333,10.7
p1,1764154507.3358,3.478,-70.83,-78.86,7.284
p1,1764154517.4353,3.484,-68.95,-76.97,7.278
p1,1764154517.4570,3.483,-68.62,-77.1,7.812
p1,1764154517.5743,3.439,-70.34,-77.86,6.674
p1,1764154517.7063,3.463,-68.74,-78.78,9.59
p1,1764154527.5345,3.458,-65.64,-77.26,11.31
p1,1764154527.5565,3.44,-66.25,-77.7,11.13
p1,1764154527.6738,3.473,-66.04,-77.64,11.28
p1,1764154527.8055,3.453,-67.3,-77.63,9.911
p1,1764154537.6340,3.471,-67.43,-78.14,10.33
p1,1764154537.6560,3.468,-67.06,-78.47,11.08
p1,1764154537.7733,3.475,-67.58,-79.31,11.44
p1,1764154537.9050,3.479,-67.7,-79.13,11.11
p1,1764154547.7335,3.468,-63.86,-77.81,13.77
p1,1764154547.7555,3.47,-63.97,-77.53,13.36
p1,1764154547.8727,3.465,-64.03,-78.16,13.97
p1,1764154548.0045,3.466,-62.5,-77.72,15.09
p1,1764154557.8330,3.473,-63.89,-77.32,13.23
p1,1764154557.8548,3.475,-64.56,-76.81,11.98
p1,1764154557.9720,3.466,-64.44,-77.63,12.97
p1,1764154558.1040,3.467,-64.2,-79.13,14.78
G,1764154562,13.079668333,-16.767706667,12.2
p1,1764154567.9325,3.466,-65.87,-78.5,12.39
p1,1764154567.9545,3.467,-66.39,-77.92,11.22
p1,1764154568.0715,3.461,-66.15,-79.28,12.92
p1,1764154568.2032,3.466,-65.03,-77.06,11.75
p1,1764154578.0317,3.469,-60.69,-77.91,17.13
p1,1764154578.0537,3.466,-61.05,-78.49,17.36
p1,1764154578.1710,3.465,-61.4,-78.38,16.89
p1,1764154578.3027,3.469,-62.77,-78.9,16.02
p1,1764154588.1312,3.468,-58.97,-78.55,19.53
p1,1764154588.1532,3.468,-59.1,-78.48,19.33
p1,1764154588.2705,3.473,-57.83,-75.38,17.48
p1,1764154588.4023,3.472,-56.91,-76.54,19.58
p1,1764154598.2307,3.467,-54.94,-76.37,21.4
p1,1764154598.2527,3.473,-55.12,-76.19,21.03
p1,1764154598.3697,3.468,-56.14,-77.46,21.29
p1,1764154598.5017,3.468,-57.5,-78.47,20.94
p1,1764154608.3302,3.47,-55.09,-77.93,22.82
p1,1764154608.3520,3.47,-55.19,-78.45,23.24
p1,1764154608.4692,3.468,-55.3,-78.56,23.24
p1,1764154608.6010,3.467,-55.87,-77.33,21.43
p1,1764154608.6012,4.636,-66.15,-79.07,12.69
p1,1764154618.4295,3.465,-52.08,-76.26,24.16
p1,1764154618.4515,3.469,-52.15,-78.12,25.97
p1,1764154618.5687,3.468,-51.85,-78.17,26.31
p1,1764154618.7005,3.469,-51.89,-78.08,26.17
G,1764154622,13.079555,-16.768285,11
p1,1764154628.5289,3.464,-45.84,-77.29,31.45
p1,1764154628.5510,3.468,-45.99,-77.95,31.96
p1,1764154628.6682,3.466,-45.91,-75.43,29.52
p1,1764154628.8000,3.466,-46.02,-78.43,32.41
p1,1764154638.6285,3.466,-40.17,-74.55,34.38
p1,1764154638.6505,3.468,-40.17,-71.68,31.51
p1,1764154638.7675,3.464,-40.01,-68,27.99
p1,1764154638.7677,3.467,-42.66,-53.08,10.01
p1,1764154638.8994,3.466,-40.34,-72.72,32.37
C,1764154642.877,5,0
p1,1764154648.7279,3.469,-32.93,-63.11,30.17
p1,1764154648.7497,3.469,-32.97,-60.76,27.78
p1,1764154648.8669,3.468,-33.11,-67.52,34.41
p1,1764154648.9990,3.47,-33.68,-61.85,28.17
p1,1764154658.8272,3.468,-27.28,-57.53,30.24
p1,1764154658.8492,3.471,-27.23,-60.14,32.91
p1,1764154658.9664,3.471,-27.21,-67.09,39.88
p1,1764154659.0982,3.469,-27.31,-59.59,32.27
C,1764154662.877,4,0
p1,1764154668.9267,3.47,-20.65,-58.49,37.84
p1,1764154668.9487,3.473,-20.6,-60.18,39.58
p1,1764154669.0659,3.474,-21.17,-53.6,32.43
p1,1764154669.1977,3.471,-22.67,-62.63,39.96
p1,1764154679.0262,3.48,-5.581,-43.78,38.2
p1,1764154679.0482,3.491,-4.058,-38.53,34.47
p1,1764154679.1652,3.486,-2.841,-31.05,28.2
p1,1764154679.2972,3.488,-2.54,-38.15,35.61
G,1764154682,13.079463333,-16.76865,13.8
p1,1764154689.1257,3.503,-2.318,-32.89,30.57
p1,1764154689.1474,3.489,-5.838,-26.23,20.35
p1,1764154689.1477,3.492,-2.367,-29.81,27.44
p1,1764154689.2647,3.486,-2.387,-36.59,34.2
p1,1764154689.3967,3.505,-2.376,-30.96,28.57
p1,1764154699.2250,3.362,-2.568,-32.73,30.16
p1,1764154699.2469,3.374,-2.527,-39.73,37.2
p1,1764154699.3642,3.375,-2.498,-42.79,40.3
p1,1764154699.4959,3.355,-2.576,-35.78,33.2
C,1764154702.875,5,0
p1,1764154709.3244,3.419,-3.855,-41.57,37.71
p1,1764154709.3464,3.419,-3.82,-43.16,39.34
p1,1764154709.4637,3.434,-4.158,-36.5,32.34
p1,1764154709.5954,3.42,-6.584,-46.52,39.94
p1,1764154719.4239,3.429,-7.445,-45.44,37.99
p1,1764154719.4459,3.431,-8.109,-42.76,34.65
p1,1764154719.5629,3.423,-10.93,-39.09,28.15
p1,1764154719.6949,3.434,-14.65,-49.77,35.12
C,1764154722.877,4,0
p1,1764154729.5234,3.438,-13.47,-43.75,30.28
p1,1764154729.5454,3.431,-15.9,-43.92,28.01
p1,1764154729.6624,3.429,-12.02,-46.31,34.29
p1,1764154729.7944,3.426,-10.48,-38.83,28.34
p1,1764154739.6226,3.422,-6.697,-36.96,30.26
p1,1764154739.6446,3.426,-6.363,-38.63,32.26
p1,1764154739.7619,3.432,-4.837,-44.26,39.42
p1,1764154739.8936,3.425,-6.082,-38.64,32.56
G,1764154742,13.079773333,-16.769185,11
p1,1764154749.7221,3.405,-8.814,-46.11,37.3
p1,1764154749.7441,3.41,-8.796,-48.72,39.92
p1,1764154749.8614,3.418,-7.932,-41.8,33.87
p1,1764154749.9931,3.398,-8.874,-48.66,39.78
p1,1764154759.8216,3.471,-2.461,-40.76,38.3
p1,1764154759.8436,3.473,-2.458,-38.08,35.62
p1,1764154759.9609,3.47,-2.594,-30.7,28.1
p1,1764154760.0926,3.47,-2.653,-39.03,36.37
p1,1764154769.9211,3.427,-3.2,-36,32.79
p1,1764154769.9431,3.429,-3.215,-32.71,29.49
p1,1764154770.0601,3.421,-3.216,-35.72,32.51
p1,1764154770.1921,3.42,-3.051,-33.59,30.53
p1,1764154780.0204,3.423,-5.398,-28.28,22.86
p1,1764154780.0206,3.429,-2.62,-29.07,26.44
p1,1764154780.0424,3.429,-2.587,-32.31,29.72
p1,1764154780.1596,3.426,-2.527,-39.73,37.2
p1,1764154780.2914,3.409,-2.733,-31.7,28.96
p1,1764154790.1199,3.423,-2.752,-35.06,32.31
p1,1764154790.1419,3.427,-2.694,-37.75,35.06
p1,1764154790.2591,3.423,-2.759,-40.56,37.8
p1,1764154790.3909,3.419,-2.726,-37.17,34.44
p1,1764154800.2193,3.467,-3.426,-43.46,40.03
p1,1764154800.2414,3.47,-3.249,-43.32,40.07
p1,1764154800.3586,3.479,-2.663,-33.82,31.16
p1,1764154800.4903,3.413,-2.729,-42.2,39.47
G,1764154802,13.080076667,-16.769688333,9.8
C,1764154802.877,5,0
p1,1764154810.3189,3.423,-2.973,-40.9,37.92
p1,1764154810.3408,3.429,-2.938,-35.21,32.27
p1,1764154810.4579,3.424,-2.732,-30.89,28.15
p1,1764154810.5899,3.432,-2.527,-36.55,34.02
p1,1764154820.4184,3.409,-2.767,-32.91,30.14
p1,1764154820.4404,3.417,-2.777,-30.9,28.12
p1,1764154820.5573,3.408,-2.752,-34.97,32.22
p1,1764154820.6893,3.401,-3.049,-31.1,28.04
C,1764154822.878,4,0
p1,1764154830.5176,3.425,-2.756,-30.64,27.87
p1,1764154830.5396,3.431,-2.658,-33.89,31.23
p1,1764154830.6568,3.438,-2.448,-40.81,38.36
p1,1764154830.7886,3.445,-2.523,-33.58,31.05
p1,1764154840.6171,3.396,-7.532,-42.61,35.08
p1,1764154840.6391,3.401,-7.04,-44.64,37.6
p1,1764154840.7564,3.4,-6.479,-42.21,35.73
p1,1764154840.8881,3.402,-5.55,-43.39,37.84
p1,1764154850.7166,3.397,-2.811,-42.3,39.49
p1,1764154850.7386,3.402,-2.879,-40.38,37.5
p1,1764154850.8558,3.4,-4.569,-34.82,30.25
p1,1764154850.9876,3.396,-10.49,-50.6,40.11
p1,1764154860.8161,3.466,-2.471,-38.21,35.73
p1,1764154860.8381,3.468,-2.463,-34.69,32.23
p1,1764154860.9551,3.459,-2.537,-31.2,28.66
p1,1764154861.0871,3.461,-2.557,-34.89,32.33
G,1764154862,13.079793333,-16.770163333,16.5
C,1764154862.868,5,0
p1,1764154870.9156,3.457,-2.533,-32.47,29.93
p1,1764154870.9376,3.46,-2.552,-31.15,28.59
p1,1764154871.0546,3.457,-2.433,-34.77,32.34
p1,1764154871.1866,3.455,-2.547,-30.98,28.43
p1,1764154881.0148,3.441,-4.554,-32.72,28.16
p1,1764154881.0368,3.445,-4.105,-34.28,30.17
p1,1764154881.1541,3.444,-2.703,-42.18,39.48
p1,1764154881.2858,3.441,-2.591,-33,30.41
p1,1764154882.8263,4.226,-72.56,-81.55,8.395
C,1764154882.879,4,0
p1,1764154891.1143,3.441,-3.153,-35.27,32.11
p1,1764154891.1363,3.444,-2.838,-39.54,36.7
p1,1764154891.2536,3.444,-2.577,-39.92,37.34
p1,1764154891.3853,3.442,-2.549,-37.13,34.58
C,1764154900.683,4,0
p1,1764154901.2138,3.219,-5.113,-44.57,39.46
p1,1764154901.2358,3.225,-5.157,-45.13,39.97
p1,1764154901.3531,3.223,-5.706,-36.93,31.22
p1,1764154901.4848,3.225,-8.206,-47.81,39.6
C,1764154902.876,5,0
p1,1764154906.3953,4.464,-64.18,-75.52,11
p1,1764154906.3958,4.434,-64.46,-75.85,11.06
p1,1764154911.3133,3.198,-2.654,-39.63,36.98
p1,1764154911.3353,3.204,-2.647,-34.86,32.21
p1,1764154911.4523,3.203,-2.787,-29.98,27.18
p1,1764154911.5843,3.2,-2.685,-37.9,35.22
p1,1764154921.4128,3.378,-20.1,-50.58,30.47
p1,1764154921.4348,3.4,-19.88,-48.23,28.35
p1,1764154921.5518,3.426,-19.4,-51.76,32.36
p1,1764154921.6838,3.443,-18.3,-46.72,28.41
G,1764154922,13.079448333,-16.770143333,17.2
C,1764154922.876,4,0
p1,1764154931.5120,3.425,-18.89,-47.27,28.37
p1,1764154931.5340,3.43,-18.82,-48.84,30.02
p1,1764154931.6513,3.435,-18.85,-57.93,39.08
p1,1764154931.7830,3.467,-17.64,-47.9,30.26
p1,1764154941.6115,3.473,-21.94,-54.31,32.37
p1,1764154941.6336,3.476,-22.07,-59.83,37.76
p1,1764154941.7508,3.476,-22.57,-60.5,37.93
p1,1764154941.8825,3.474,-22.8,-57.87,35.08
p1,1764154951.7110,3.469,-23.07,-63.05,39.99
p1,1764154951.7330,3.472,-23.08,-62.68,39.6
p1,1764154951.8503,3.474,-22.73,-52.78,30.04
p1,1764154951.9820,3.473,-23.09,-63.14,40.06
p1,1764154961.8105,3.433,-26.84,-61.71,34.86
p1,1764154961.8325,3.438,-26.58,-59.22,32.64
p1,1764154961.9495,3.428,-27.63,-55.66,28.02
p1,1764154962.0815,3.431,-27.7,-60.12,32.42
C,1764154962.878,5,0
p1,1764154971.9100,3.44,-24.2,-54.38,30.17
p1,1764154971.9318,3.44,-24.07,-51.99,27.92
p1,1764154972.0490,3.44,-23.44,-58.39,34.95
p1,1764154972.1810,3.447,-22.66,-50.72,28.05
p1,1764154982.0093,3.459,-21.4,-51.56,30.16
p1,1764154982.0313,3.462,-21.33,-54.02,32.68
p1,1764154982.1485,3.462,-21.38,-61.44,40.06
p1,1764154982.2803,3.461,-21.6,-54.08,32.48
G,1764154982,13.079455,-16.770131667,17.2
C,1764154982.869,4,0
p1,1764154992.1088,3.462,-22.28,-60.21,37.93
p1,1764154992.1308,3.465,-22.26,-61.87,39.61
p1,1764154992.2480,3.465,-22.25,-54.51,32.25
p1,1764154992.3798,3.463,-22.19,-62.11,39.92
p1,1764155002.2082,3.441,-18.23,-55.9,37.67
p1,1764155002.2302,3.418,-24.51,-59.19,34.67
p1,1764155002.3473,3.437,-15.68,-43.39,27.69
p1,1764155002.4793,3.45,-17.51,-52.67,35.16
p1,1764155012.3078,3.39,-3.975,-34.24,30.26
p1,1764155012.3297,3.385,-4.025,-32.27,28.24
p1,1764155012.4467,3.394,-4.042,-38.09,34.05
p1,1764155012.5787,3.387,-4.321,-32.63,28.31
C,1764155022.88,5,0
