port, timestamp,snr,signal,noise,ms
p1,1764152760.4046,3.435,-2.503,-29.87,27.36
p1,1764152760.4049,4.634,-13.25,-32.63,19.33
G,1764152762,13.078991667,-16.769655,20.4
p1,1764152770.2331,3.442,-30.29,-62.33,32.04
p1,1764152770.2551,3.446,-29.93,-66.58,36.65
p1,1764152770.3723,3.444,-28.9,-66.76,37.85
p1,1764152770.5041,3.443,-27.95,-62.75,34.8
p1,1764152780.3326,3.454,-49.59,-72.89,23.27
p1,1764152780.3546,3.461,-48.8,-72.47,23.65
p1,1764152780.4718,3.459,-46.37,-70.57,24.18
p1,1764152780.6036,3.457,-47.81,-74.43,26.61
p1,1764152790.4321,3.46,-54.48,-74.07,19.55
p1,1764152790.4541,3.464,-54.54,-74.11,19.52
p1,1764152790.5711,3.456,-54.41,-73.86,19.4
p1,1764152790.7031,3.463,-52.73,-72.01,19.23
p1,1764152795.9808,7.723,-62.1,-74.86,12.52
p1,1764152799.9413,6.338,-50.98,-77.49,26.49
p1,1764152799.9433,3.91,-50.96,-76.92,25.95
p1,1764152800.5316,3.47,-42.85,-69.99,27.13
p1,1764152800.5533,3.471,-42.73,-71.15,28.41
p1,1764152800.6706,3.468,-42.66,-75.86,33.2
p1,1764152800.8023,3.468,-42.37,-69.8,27.42
p1,1764152810.6308,3.47,-53.22,-76.59,23.35
p1,1764152810.6528,3.47,-54.07,-76.8,22.7
p1,1764152810.7701,3.472,-56.22,-76.14,19.87
p1,1764152810.9018,3.471,-56.36,-74.82,18.4
p1,1764152820.7303,3.476,-52.58,-76.94,24.35
p1,1764152820.7523,3.475,-53.21,-76.76,23.54
p1,1764152820.8695,3.48,-54.48,-75.89,21.38
p1,1764152821.0013,3.474,-56.6,-75.23,18.57
G,1764152822,13.078991667,-16.7695,17.5
p1,1764152830.8298,3.479,-53.67,-75.02,21.31
p1,1764152830.8518,3.48,-53.75,-73.94,20.15
p1,1764152830.9688,3.477,-53.67,-74.82,21.12
p1,1764152831.1008,3.479,-53.66,-74.15,20.45
p1,1764152840.9293,3.481,-64.49,-76.45,11.67
p1,1764152840.9511,3.484,-63.79,-75.39,11.3
p1,1764152841.0683,3.485,-65.1,-75.43,9.907
p1,1764152841.2000,3.471,-65.78,-74.5,8.084
p1,1764152861.1281,3.481,-68.08,-75.26,6.255
p1,1764152871.2273,3.5,-65.68,-74.58,8.301
p1,1764152871.2495,3.484,-64.58,-73.97,8.859
p1,1764152871.3665,3.491,-65.23,-73.67,7.77
p1,1764152871.4985,3.47,-64.71,-73.77,8.481
p1,1764152881.3270,3.487,-64.98,-74.46,8.955
p1,1764152881.3488,3.48,-65.41,-74.51,8.527
p1,1764152881.5978,3.477,-65.92,-75.46,9.029
G,1764152882,13.079153333,-16.76922,12.6
C,1764152882.848,5,0
p1,1764152891.4262,3.497,-65.82,-73.92,7.364
p1,1764152891.4482,3.502,-64.21,-74.32,9.659
p1,1764152891.5655,3.485,-65.28,-73.75,7.805
p1,1764152891.6973,3.496,-65.55,-73.73,7.464
p1,1764152901.5257,3.489,-63.64,-74.53,10.51
p1,1764152901.5478,3.493,-62.71,-74.59,11.58
p1,1764152901.6650,3.494,-63.45,-74.21,10.38
p1,1764152901.7968,3.488,-63.21,-74.41,10.85
C,1764152902.85,4,0
p1,1764152911.6253,3.489,-61.7,-73.8,11.82
p1,1764152911.6473,3.485,-61.57,-73.82,11.99
p1,1764152911.7642,3.502,-61.78,-73.65,11.57
p1,1764152911.8963,3.478,-62.43,-74.37,11.65
C,1764152922.849,5,0
G,1764152942,13.07908,-16.769063333,11.4
C,1764152942.841,4,0
C,1764152982.85,5,0
p1,1764152992.4207,3.492,-70.88,-78.29,6.539
p1,1764152992.4427,3.508,-70.49,-78.1,6.784
p1,1764152992.5599,3.505,-69.8,-78.23,7.765
p1,1764152992.6914,3.513,-69.42,-77.82,7.726
G,1764153002,13.079145,-16.769221667,9.6
C,1764153002.855,4,0
p1,1764153012.6414,3.518,-71.43,-78.42,6.02
p1,1764153022.7189,3.493,-71.12,-79.61,7.823
p1,1764153022.7409,3.5,-70,-78.71,8.086
C,1764153022.856,5,0
p1,1764153022.8582,3.491,-71.26,-78.29,6.075
p1,1764153022.9899,3.488,-70.17,-79.16,8.407
p1,1764153032.8184,3.503,-58.69,-75.72,16.94
p1,1764153032.8404,3.504,-59.03,-76.57,17.46
p1,1764153032.9574,3.493,-59.62,-76.22,16.5
p1,1764153033.0894,3.493,-59.25,-75.64,16.29
p1,1764153042.9179,3.494,-63.61,-75.13,11.2
p1,1764153042.9397,3.497,-64.36,-76.29,11.64
p1,1764153043.0569,3.482,-65.63,-74.92,8.742
p1,1764153048.2632,-5.817,-58.99,-76.55,17.48
p1,1764153048.2652,3.118,-59.18,-76.18,16.92
p1,1764153049.1454,-5.17,-61.98,-73.28,10.97
p1,1764153049.1457,-5.117,-62.21,-74.37,11.89
p1,1764153050.1762,4.726,-71.3,-78.35,6.103
p1,1764153050.3629,3.894,-66.3,-76.66,9.938
p1,1764153050.3632,3.918,-66.55,-76.56,9.555
p1,1764153050.8637,3.938,-67.25,-77.1,9.369
p1,1764153050.9032,3.955,-66.83,-75.6,8.151
p1,1764153050.9034,-6.312,-67.76,-75.21,6.595
p1,1764153051.4774,-4.769,-64.18,-76.36,11.9
p1,1764153051.4777,-4.79,-63.96,-77.13,12.95
p1,1764153051.9114,-6.031,-62.42,-77.42,14.86
p1,1764153051.9122,4.244,-62.67,-77.03,14.2
p1,1764153052.6684,-4.737,-67.24,-76.05,8.205
p1,1764153052.6686,-7.643,-67.16,-76.42,8.718
p1,1764153052.9454,-6.697,-68.79,-77.02,7.523
p1,1764153053.0171,3.495,-63.09,-76.01,12.7
p1,1764153053.0392,3.498,-63,-76.25,13.05
p1,1764153053.1564,3.496,-63.87,-75.63,11.47
p1,1764153053.2296,-7.06,-68.52,-76.34,7.035
p1,1764153053.2881,3.489,-62.45,-75.87,13.22
p1,1764153054.2694,-5.58,-63.19,-77.44,14.09
p1,1764153054.8974,-7.012,-61.99,-70.62,7.998
p1,1764153054.9012,-2.599,-60.77,-69.6,8.228
p1,1764153054.9014,7.487,-62.97,-69.99,6.065
G,1764153062,13.078953333,-16.769538333,11.7
C,1764153062.843,4,0
p1,1764153063.0579,5.17,-63.84,-77.63,13.61
p1,1764153063.1166,3.499,-54.14,-75.17,21
p1,1764153063.1386,3.498,-53.59,-74.52,20.89
p1,1764153063.2559,3.496,-53.14,-75.68,22.52
p1,1764153063.3877,3.5,-52.1,-75.65,23.53
p1,1764153068.3274,-7.621,-66.97,-77.91,10.58
p1,1764153068.3284,5.382,-67.82,-76.71,8.287
p1,1764153073.2161,3.497,-46.77,-74.49,27.71
p1,1764153073.2381,3.499,-46.66,-73.87,27.21
p1,1764153073.3551,3.497,-44.88,-71.37,26.48
p1,1764153073.4871,3.499,-42.03,-73.03,31
C,1764153082.853,5,0
p1,1764153083.3156,3.497,-14.13,-44.61,30.47
p1,1764153083.3376,3.5,-13.42,-41.01,27.58
p1,1764153083.4547,3.498,-8.543,-43.9,35.35
p1,1764153083.5866,3.5,-5.428,-33.93,28.49
p1,1764153093.4149,3.462,-2.824,-32.97,30.14
p1,1764153093.4369,3.468,-2.716,-35.4,32.68
p1,1764153093.5541,3.468,-2.622,-42.59,39.97
p1,1764153093.6859,3.462,-2.687,-35.06,32.37
C,1764153099.361,5,0
C,1764153102.851,4,0
p1,1764153103.5144,3.455,-2.347,-39.34,36.99
p1,1764153103.5364,3.46,-2.325,-42.36,40.03
p1,1764153103.6536,3.461,-2.405,-35.42,33.02
p1,1764153103.7854,3.474,-2.373,-44.02,41.65
p1,1764153113.6139,3.459,-20.23,-57.45,37.22
p1,1764153113.6359,3.462,-19.88,-52.23,32.35
p1,1764153113.7529,3.457,-17.09,-45.3,28.2
p1,1764153113.8849,3.462,-14.32,-48.44,34.12
G,1764153122,13.078926667,-16.769695,12.9
p1,1764153123.7134,3.465,-22.23,-52.31,30.08
p1,1764153123.7351,3.465,-22.45,-50.52,28.06
p1,1764153123.8524,3.465,-22.63,-57.67,35.04
p1,1764153123.9844,3.467,-23.66,-51.75,28.09
p1,1764153128.9694,-6.238,-60.13,-68.33,7.484
p1,1764153128.9696,-5.543,-60.7,-68.98,7.574
p1,1764153133.8126,3.469,-39.14,-67.89,28.74
p1,1764153133.8346,3.472,-38.11,-70.47,32.36
p1,1764153133.9519,3.472,-35.02,-72.8,37.78
p1,1764153134.0836,3.471,-32.56,-64.46,31.9
C,1764153142.852,5,0
p1,1764153143.9121,3.474,-45.74,-76.27,30.53
p1,1764153143.9341,3.478,-45.99,-75.66,29.66
p1,1764153144.0513,3.476,-47.13,-74.78,27.64
p1,1764153144.1831,3.473,-46.82,-75.42,28.59
p1,1764153154.0116,3.479,-49.34,-76.23,26.88
p1,1764153154.0336,3.478,-49.44,-75.47,26.01
p1,1764153154.1506,3.476,-49.73,-73.86,24.12
p1,1764153154.2826,3.478,-50.17,-76.26,26.08
p1,1764153156.0728,-6.749,-69.42,-78.05,7.983
p1,1764153158.6451,-5.716,-68.01,-75.08,6.125
p1,1764153160.2288,-7.6,-65.59,-72.72,6.193
C,1764153162.852,4,0
p1,1764153164.1111,3.481,-47.84,-74.92,27.07
p1,1764153164.1329,3.482,-47.71,-72.36,24.63
p1,1764153164.1331,-4.639,-57.91,-74.05,16.03
p1,1764153164.2501,3.479,-47.67,-75.22,27.55
p1,1764153164.3821,3.484,-47.71,-73.22,25.5
p1,1764153174.2103,3.48,-47.6,-74.23,26.63
p1,1764153174.2323,3.485,-47.57,-74.88,27.31
p1,1764153174.3496,3.485,-47.67,-76.09,28.42
p1,1764153174.4813,3.483,-47.65,-75.13,27.47
G,1764153182,13.079033333,-16.769411667,12.9
p1,1764153184.5808,3.483,-58.62,-78.46,19.8
p1,1764153194.6803,3.495,-68.35,-78.34,9.533
C,1764153202.853,5,0
p1,1764153204.5088,3.483,-61.25,-77.87,16.52
p1,1764153204.5306,3.488,-61.23,-77.79,16.46
p1,1764153204.5308,-4.639,-70.47,-79.48,8.421
p1,1764153214.6081,3.489,-58.64,-77.56,18.86
p1,1764153214.6301,3.496,-58.43,-77.72,19.23
p1,1764153214.7473,3.495,-58.63,-77.75,19.07
p1,1764153214.8790,3.492,-58.58,-77.78,19.14
C,1764153222.853,4,0
G,1764153242,13.079146667,-16.769181667,12.2
C,1764153242.855,5,0
p1,1764153244.9065,3.493,-55.08,-77.54,22.44
p1,1764153244.9285,3.494,-55.05,-77.41,22.34
p1,1764153245.0455,3.493,-54.9,-78.48,23.55
p1,1764153245.1775,3.489,-55.37,-77.48,22.08
p1,1764153255.0058,3.494,-58.68,-78.04,19.31
p1,1764153255.0278,3.497,-58.55,-78.44,19.85
p1,1764153255.1450,3.499,-58.88,-78.5,19.57
p1,1764153255.2768,3.487,-59.79,-78.41,18.57
C,1764153262.856,4,0
p1,1764153265.1053,3.493,-59.38,-78.29,18.85
p1,1764153265.1273,3.49,-59.03,-79.26,20.19
p1,1764153265.2445,3.49,-58.58,-79.26,20.65
p1,1764153265.3763,3.495,-58.04,-78.6,20.52
p1,1764153275.2047,3.488,-65.71,-78.8,12.87
p1,1764153275.2268,3.487,-65.6,-79.44,13.65
p1,1764153275.3438,-4.627,-72.85,-80.48,6.812
p1,1764153275.3440,3.484,-64.15,-79.07,14.78
p1,1764153275.4758,3.497,-62.78,-79.41,16.53
p1,1764153285.3042,3.503,-71.03,-79.75,8.097
p1,1764153285.3262,3.49,-71.77,-78.9,6.202
p1,1764153285.4433,3.479,-70.24,-79.25,8.423
p1,1764153285.5753,3.495,-69.73,-79.3,9.065
p1,1764153295.4035,3.496,-71.03,-79.06,7.292
p1,1764153295.4255,3.48,-70.05,-79.04,8.409
p1,1764153295.5427,3.487,-69.77,-78.05,7.577
p1,1764153295.6747,3.502,-70.13,-79.38,8.696
G,1764153302,13.07938,-16.768966667,12.4
p1,1764153315.6025,3.504,-68.85,-79.48,10.23
p1,1764153315.6245,3.496,-67.97,-79.34,11.04
p1,1764153315.7418,3.493,-69.26,-78.71,8.932
p1,1764153315.8735,3.482,-68.7,-79.12,10.01
p1,1764153336.0722,3.497,-64.9,-78.8,13.72
G,1764153362,13.079541667,-16.768893333,12.7
C,1764153363.004,5,0
C,1764153383.002,4,0
p1,1764153406.4974,3.493,-66.01,-78.49,12.22
p1,1764153406.5194,3.482,-65.99,-78.72,12.49
G,1764153422,13.079556667,-16.768781667,13.3
C,1764153423.002,5,0
C,1764153443.004,4,0
C,1764153463.005,5,0
G,1764153482,13.079541667,-16.768808333,13.3
C,1764153483.007,4,0
p1,1764153487.2929,3.499,-68.96,-79.28,9.887
p1,1764153487.3146,3.503,-69.81,-79.1,8.749
p1,1764153487.4322,3.484,-69.55,-78.93,8.848
p1,1764153487.5639,3.478,-68.66,-78.87,9.771
p1,1764153507.7626,3.49,-69.6,-79.04,8.913
C,1764153523.002,5,0
p1,1764153527.7126,3.486,-64.8,-79.27,14.31
p1,1764153527.8296,3.496,-66,-78.67,12.42
G,1764153542,13.079348333,-16.769205,13.2
C,1764153543.002,4,0
p1,1764153547.8893,3.482,-58.69,-78.87,20.14
p1,1764153548.0286,3.49,-58.33,-79.38,21.02
C,1764153583.002,5,0
G,1764153602,13.079065,-16.769643333,14.3
C,1764153603.007,4,0
C,1764153623.004,5,0
C,1764153643.004,4,0
p1,1764153658.9830,3.471,-65.08,-79.71,14.47
p1,1764153659.0050,-4.638,-74.81,-82.09,6.377
p1,1764153659.0053,3.473,-64.91,-79.63,14.57
p1,1764153659.1223,3.473,-64.64,-79.53,14.74
p1,1764153659.2543,3.488,-64.94,-79.9,14.82
G,1764153662,13.078925,-16.769693333,15.1
C,1764153683.005,5,0
C,1764153699.808,5,0
C,1764153703.006,4,0
G,1764153722,13.078926667,-16.769688333,14.6
p1,1764153739.9177,3.463,-72.79,-80.03,6.333
C,1764153743.005,5,0
p1,1764153749.8780,3.437,-71.18,-79.56,7.701
p1,1764153749.9000,3.463,-70.55,-79.63,8.503
p1,1764153750.0172,3.459,-70.46,-79.56,8.534
p1,1764153750.1490,3.464,-69.71,-79.64,9.472
C,1764153763.004,4,0
G,1764153782,13.078928333,-16.769688333,13.5
p1,1764153800.3752,3.462,-16.51,-51.45,34.94
p1,1764153800.3972,3.466,-16.77,-55.46,38.69
p1,1764153800.5144,3.465,-19.11,-54.42,35.31
p1,1764153800.6462,3.463,-22.59,-60.19,37.6
p1,1764153810.4747,3.435,-2.408,-40.68,38.27
p1,1764153810.4967,3.441,-2.406,-37.93,35.52
p1,1764153810.6139,3.436,-2.499,-31.05,28.54
p1,1764153810.7457,3.438,-2.368,-38.94,36.58
p1,1764153820.5742,3.423,-2.428,-34.25,31.82
p1,1764153820.5962,3.427,-2.482,-30.99,28.51
p1,1764153820.7132,3.425,-2.445,-33.6,31.15
p1,1764153820.8451,3.425,-2.533,-32.12,29.58
p1,1764153830.6734,3.403,-2.556,-29.95,27.39
p1,1764153830.6954,3.405,-2.485,-32.85,30.36
p1,1764153830.8127,3.399,-2.459,-41.12,38.66
p1,1764153830.9444,3.403,-2.503,-33.11,30.6
p1,1764153840.7729,3.449,-2.848,-37.64,34.79
p1,1764153840.7949,3.459,-2.764,-40.96,38.2
p1,1764153840.9122,3.44,-3.214,-38.45,35.23
p1,1764153841.0439,3.431,-3.125,-41.13,38
G,1764153842,13.07922,-16.769506667,15.6
C,1764153843.004,5,0
p1,1764153850.8724,3.397,-5.14,-45.14,40
p1,1764153850.8944,3.398,-5.159,-41.82,36.67
p1,1764153851.0116,3.408,-3.683,-31.78,28.09
p1,1764153851.1434,3.385,-3.129,-40.66,37.53
p1,1764153857.9146,4.338,-71.07,-78.76,6.885
p1,1764153857.9166,5.824,-72.18,-79.93,6.953
p1,1764153860.9719,3.322,-4.818,-37.19,32.37
p1,1764153860.9939,3.334,-4.832,-35.02,30.18
p1,1764153861.1109,3.313,-5.613,-36.54,30.92
p1,1764153861.2429,3.313,-6.692,-36.85,30.16
C,1764153863.006,4,0
p1,1764153871.0712,3.341,-3.137,-29.95,26.81
p1,1764153871.0714,4.632,-14.38,-32.94,18.5
p1,1764153871.0931,3.35,-3.065,-33.06,29.99
p1,1764153871.2104,3.277,-3.395,-40.74,37.34
p1,1764153871.3421,3.272,-3.984,-32.87,28.88
p1,1764153881.1706,3.289,-4.707,-36.85,32.14
p1,1764153881.1926,3.301,-4.384,-41.06,36.67
p1,1764153881.3099,3.284,-4.066,-41.97,37.9
p1,1764153881.4416,3.289,-4.486,-39.28,34.8
C,1764153883.005,5,0
p1,1764153891.2701,3.393,-3.355,-43.37,40.02
p1,1764153891.2921,3.409,-3.267,-42.82,39.55
p1,1764153891.4094,3.391,-2.994,-32.88,29.88
p1,1764153891.5411,3.368,-2.947,-42.59,39.65
p1,1764153895.7949,-4.479,-70.66,-79.27,7.964
p1,1764153895.7954,-4.558,-69.97,-78.51,7.891
p1,1764153901.3696,3.228,-3.143,-37.66,34.52
p1,1764153901.3916,3.235,-3.219,-35.89,32.67
p1,1764153901.5086,3.231,-3.426,-32.33,28.9
p1,1764153901.6406,3.228,-3.309,-35.67,32.36
G,1764153902,13.079486667,-16.768935,13
p1,1764153904.3064,4.368,-70.2,-79.3,8.528
p1,1764153904.3066,4.343,-71.01,-80.9,9.415
p1,1764153911.4691,3.212,-3.181,-32.14,28.95
p1,1764153911.4909,3.221,-3.102,-31.02,27.91
p1,1764153911.6081,3.217,-3.076,-37.34,34.26
p1,1764153911.7401,3.214,-3.319,-30.14,26.81
p1,1764153921.5683,3.234,-9.796,-39.84,30.04
p1,1764153921.5903,3.283,-6.978,-39.19,32.21
p1,1764153921.7076,3.289,-15.88,-55.07,39.19
p1,1764153921.8394,3.278,-17.07,-49.55,32.48
C,1764153923.004,4,0
p1,1764153931.6678,3.235,-14.07,-48.88,34.81
p1,1764153931.6898,3.241,-14.07,-51.79,37.72
p1,1764153931.8071,3.235,-15.67,-50.63,34.95
p1,1764153931.9388,3.245,-16.41,-53.93,37.52
p1,1764153941.7673,3.265,-8.608,-48.06,39.45
p1,1764153941.7894,3.268,-8.468,-46.11,37.64
p1,1764153941.9066,3.254,-8.422,-38.6,30.18
p1,1764153942.0383,3.256,-8.673,-47.91,39.24
C,1764153943.004,5,0
p1,1764153951.8668,3.454,-19.84,-54.66,34.82
p1,1764153951.8888,3.462,-26.4,-59.14,32.74
p1,1764153952.0058,3.456,-18.12,-46.41,28.28
p1,1764153952.1378,3.46,-17.21,-49.65,32.43
p1,1764153961.9663,3.331,-12.89,-43.23,30.34
p1,1764153961.9884,3.333,-11.89,-39.51,27.62
p1,1764153962.1053,3.272,-13.15,-48.14,34.99
p1,1764153962.2373,3.442,-10.79,-39.16,28.36
G,1764153962,13.07942,-16.768648333,11.8
C,1764153963.004,4,0
p1,1764153972.0656,3.397,-22.1,-50.21,28.1
p1,1764153972.0876,3.402,-22.04,-54.38,32.33
p1,1764153972.2048,3.4,-21.98,-61.9,39.92
p1,1764153972.3366,3.399,-22.04,-52.2,30.15
p1,1764153982.1651,3.412,-21.85,-56.91,35.06
p1,1764153982.1871,3.417,-21.85,-59.39,37.55
p1,1764153982.3043,3.416,-21.88,-57.79,35.9
p1,1764153982.4361,3.415,-21.83,-59.71,37.88
p1,1764153992.2646,3.425,-28.19,-67.94,39.75
p1,1764153992.2866,3.43,-28.26,-65.72,37.46
p1,1764153992.4038,3.428,-28.59,-58.89,30.3
p1,1764153992.5355,3.427,-28.02,-67.76,39.73
p1,1764154002.3641,3.433,-28.98,-64.02,35.04
p1,1764154002.3861,3.437,-28.95,-61.35,32.39
p1,1764154002.5031,3.432,-28.74,-57.92,29.18
p1,1764154002.6351,3.435,-28.54,-61.08,32.53
C,1764154003.005,5,0
p1,1764154012.4635,3.444,-33.82,-62.73,28.91
p1,1764154012.4853,3.444,-33.85,-62.09,28.24
p1,1764154012.4856,3.448,-36.8,-52.6,15.68
